[Summary]
Cell: MAB.210604.001
Description: MAB.210604.001
Protocol: C:\UHPC_data\Mitch\LNO-4.3V-OCV 15min-30C-max 2C.pro
Mass (mg): 0.99
Capacity (mAHr): 0.27209
User: 
Started: 6/4/2021 7:01:40 PM
Version: 3.0
Channel312UHPC6_03
[End Summary]
[Data]
Time (h),Cycle,Step,Meas I (A),Potential (V),Capacity (Ah),Prot.Step
44.3720918031417,1,1,6.95384487E-06,4.06418144,0.000175598535499224,2
44.4693381719101,1,1,6.953938215E-06,4.0692156,0.000176274774930015,2
44.558990036569,1,1,6.953874665E-06,4.07421941,0.000176898200321789,2
44.6432614940347,1,1,6.953819595E-06,4.07923149,0.000177484211088338,2
44.7244940671598,1,1,6.95383219E-06,4.08431521,0.000178049090311923,2
44.8025572420497,1,1,6.953930625E-06,4.08938911,0.00017859193267884,2
44.877592469085,1,1,6.95388811E-06,4.09439376,0.000179113718136156,2
44.952697611961,1,1,6.953986945E-06,4.09948478,0.00017963599058245,2
45.0263691546666,1,1,6.95386207E-06,4.10448741,0.00018014829393635,2
45.1015157195644,1,1,6.95377046E-06,4.10956008,0.000180670851895259,2
45.1779565828041,1,1,6.953952675E-06,4.1146196,0.000181202414470426,2
45.2577142678488,1,1,6.954007045E-06,4.11971205,0.000181757039085349,2
45.3393548353723,1,1,6.95377998E-06,4.12471284,0.00018232475447256,2
45.4266766246263,1,1,6.95388224E-06,4.12978434,0.00018293196880577,2
45.5192846773282,1,1,6.9537533E-06,4.13480217,0.000183575943898105,2
45.6184800901759,1,1,6.953766315E-06,4.13980506,0.000184265728604515,2
45.7265105141539,1,1,6.953825505E-06,4.14481348,0.000185016951863508,2
45.8471671477049,1,1,6.95378954E-06,4.14986375,0.000185855974066419,2
45.9823687415844,1,1,6.9538455E-06,4.15488547,0.000186796132659434,2
46.137547971313,1,1,6.953849E-06,4.15989684,0.000187875213102455,2
46.3264410648084,1,1,6.95371088E-06,4.16492856,0.000189188723829009,2
46.569055073947,1,1,6.953820005E-06,4.16993166,0.000190875800882335,2
46.819208267623,1,1,6.95379444E-06,4.17367063,0.000192615310801022,2
47.0696420924954,1,1,6.95367151E-06,4.17636322,0.000194356753347025,2
47.3205369994679,1,1,6.953731625E-06,4.17837308,0.000196101396086496,2
47.571765357917,1,1,6.9533285E-06,4.18001237,0.000197848331325533,2
47.8232630402862,1,1,6.95345314E-06,4.18150971,0.000199597095632329,2
48.0733356841668,1,1,6.953298775E-06,4.18299856,0.000201335936431918,2
48.3236278387332,1,1,6.95328098E-06,4.18461765,0.000203076287053366,2
48.5740172293696,1,1,6.95291792E-06,4.18642996,0.000204817307850323,2
48.8243371502542,1,1,6.95324928E-06,4.18857793,0.000206557825383068,2
49.0749209584058,1,1,6.95273465E-06,4.19121238,0.000208300165813555,2
49.3253242752864,1,1,6.95285517E-06,4.19456878,0.000210041227567757,2
49.5767331127982,1,1,6.95319295E-06,4.19896239,0.000211789266543974,2
49.7969726900007,1,1,6.953144845E-06,4.20399367,0.000213320617450415,2
49.9717078061179,1,1,6.95305221E-06,4.20900346,0.000214535559062608,2
50.1166938788935,1,1,6.95297703E-06,4.21401483,0.000215543648048848,2
50.2430403429071,1,1,6.953054425E-06,4.21905934,0.000216422132366701,2
50.3545926976365,1,1,6.95296525E-06,4.22412543,0.000217197750168977,2
50.454544103795,1,1,6.952963765E-06,4.22916837,0.000217892704767794,2
50.5457909312704,1,1,6.952796645E-06,4.23421062,0.000218527129212239,2
50.6291873034036,1,1,6.952671665E-06,4.23921604,0.000219106969155429,2
50.7068569546066,1,1,6.95241484E-06,4.24424886,0.00021964696849588,2
50.779049898656,1,1,6.952380735E-06,4.24928197,0.000220148884971753,2
50.8468740388503,1,1,6.95246197E-06,4.25430974,0.000220620426603374,2
50.911598681056,1,1,6.95249839E-06,4.2593875,0.000221070422131776,2
50.9717675868467,1,1,6.952390205E-06,4.26440632,0.000221488742656268,2
51.0292114298107,1,1,6.952283415E-06,4.26949873,0.000221888114079126,2
51.0836248907679,1,1,6.952268065E-06,4.27459834,0.000222266412457507,2
51.1348827620187,1,1,6.952261015E-06,4.27966104,0.000222622771747573,2
51.1832886325669,1,1,6.952310785E-06,4.28468506,0.000222959302081423,2
51.2298445010263,1,1,6.952229975E-06,4.28978989,0.00022328297121648,2
51.2740120799207,1,1,6.95218705E-06,4.2948762,0.000223590034956953,2
51.3156921379882,1,1,6.952208255E-06,4.29990538,0.00022387980301874,2
51.3164562619691,1,1,6.95225753E-06,4.3,0.000223885115415949,2
51.3165754818473,1,1,6.95225753E-06,4.30001405,0.000223885944263245,2
51.3166139993899,1,1,6.95225753E-06,4.30001945802857,0.000223886212047121,2
51.3166921579847,1,0,0,4.29634476,0.000223886212047121,3
51.3252143662272,1,0,0,4.28075093,0.000223886212047121,3
51.3336614292475,1,0,0,4.27845,0.000223886212047121,3
51.3421503182291,1,0,0,4.2769649,0.000223886212047121,3
51.3506787308148,1,0,0,4.27581452,0.000223886212047121,3
51.3591306359407,1,0,0,4.27486577,0.000223886212047121,3
51.3675888805018,1,0,0,4.27404555,0.000223886212047121,3
51.3760443640522,1,0,0,4.27331331,0.000223886212047121,3
51.3845364049738,1,0,0,4.27264065,0.000223886212047121,3
51.3930581807613,1,0,0,4.27202501,0.000223886212047121,3
51.4015748019315,1,0,0,4.27145121,0.000223886212047121,3
51.4100608070185,1,0,0,4.2709118,0.000223886212047121,3
51.4185444736586,1,0,0,4.27040586,0.000223886212047121,3
51.4270217512286,1,0,0,4.26991842,0.000223886212047121,3
51.4355021655898,1,0,0,4.26946108,0.000223886212047121,3
51.4440187858689,1,0,0,4.26902712,0.000223886212047121,3
51.4524987896073,1,0,0,4.26860911,0.000223886212047121,3
51.4610131191137,1,0,0,4.2682078,0.000223886212047121,3
51.4695074864523,1,0,0,4.26782422,0.000223886212047121,3
51.4779740701853,1,0,0,4.26744742,0.000223886212047121,3
51.4864490326554,1,0,0,4.26708569,0.000223886212047121,3
51.494921072735,1,0,0,4.26673962,0.000223886212047121,3
51.5034099478153,1,0,0,4.26639973,0.000223886212047121,3
51.5119737469446,1,0,0,4.26606504,0.000223886212047121,3
51.5204979221309,1,0,0,4.26574685,0.000223886212047121,3
51.5289846321739,1,0,0,4.26543427,0.000223886212047121,3
51.5374686353856,1,0,0,4.26513088,0.000223886212047121,3
51.5459178062341,1,0,0,4.26483837,0.000223886212047121,3
51.5543900540311,1,0,0,4.26454983,0.000223886212047121,3
51.5628649658862,1,0,0,4.26426553,0.000223886212047121,3
51.566889852997,1,0,0,4.264132,0.000223886212047121,3
51.568057404784,1,2,0,4.2641279,0.000223886212047121,4
4.11583769,1,2,-0.000541766922,4.2,0.0259319292289934,4
51.5680931412659,1,2,-0.000541766922,4.11583769,0.000223866851203289,4
51.5681340540191,1,2,-0.000541766922,4.11583769,0.000223844686026918,4
51.5681870701649,1,0,0,4.19321023,0.000223844686026918,5
51.5766480853606,1,0,0,4.26156998,0.000223844686026918,5
51.5851231144856,1,0,0,4.26201273,0.000223844686026918,5
51.5935840536698,1,0,0,4.26201458,0.000223844686026918,5
51.6020976563881,1,0,0,4.26189509,0.000223844686026918,5
51.6106117395921,1,0,0,4.26173117,0.000223844686026918,5
51.6191371882617,1,0,0,4.26154356,0.000223844686026918,5
51.6276477303786,1,0,0,4.26134623,0.000223844686026918,5
51.6361504065914,1,0,0,4.26114239,0.000223844686026918,5
51.6446141313809,1,0,0,4.26094191,0.000223844686026918,5
51.6531341110501,1,0,0,4.26073582,0.000223844686026918,5
51.661622308175,1,0,0,4.260528,0.000223844686026918,5
51.6700805643205,1,0,0,4.26032506,0.000223844686026918,5
51.6785694811938,1,0,0,4.2601232,0.000223844686026918,5
51.687055971222,1,0,0,4.25992306,0.000223844686026918,5
51.6955192274666,1,0,0,4.25972114,0.000223844686026918,5
51.7039858511213,1,0,0,4.25952394,0.000223844686026918,5
51.7124804554948,1,0,0,4.25932969,0.000223844686026918,5
51.7209390641628,1,0,0,4.25913954,0.000223844686026918,5
51.7296244495266,1,0,0,4.25893844,0.000223844686026918,5
51.7380938450635,1,0,0,4.25875008,0.000223844686026918,5
51.7465855100263,1,0,0,4.25856494,0.000223844686026918,5
51.7550409047332,1,0,0,4.25837924,0.000223844686026918,5
51.7634964646517,1,0,0,4.25819621,0.000223844686026918,5
51.772024158291,1,0,0,4.25801723,0.000223844686026918,5
51.7805435611456,1,0,0,4.25783447,0.000223844686026918,5
51.7890731695989,1,0,0,4.25765844,0.000223844686026918,5
51.7975933049448,1,0,0,4.25748076,0.000223844686026918,5
51.8060487767325,1,0,0,4.25731047,0.000223844686026918,5
51.8145153606437,1,0,0,4.25713607,0.000223844686026918,5
51.8185348515577,1,0,0,4.25705747,0.000223844686026918,5
51.8196433732857,1,2,0,4.25705747,0.000223844686026918,6
4.16010368,1,2,-0.000270993928,4.2,0.0131392905541823,6
51.8196964887009,1,2,-0.000270993928,4.16010368,0.000223830292071906,6
51.8197402499716,1,2,-0.000270993928,4.16010368,0.000223818433033252,6
51.8198797752902,1,0,0,4.22523818,0.000223818433033252,7
51.8283787190058,1,0,0,4.25553123,0.000223818433033252,7
51.8368290398298,1,0,0,4.25577786,0.000223818433033252,7
51.8452872907178,1,0,0,4.25576485,0.000223818433033252,7
51.8537567962175,1,0,0,4.25568118,0.000223818433033252,7
51.8622400066099,1,0,0,4.25556869,0.000223818433033252,7
51.8707093907405,1,0,0,4.25544304,0.000223818433033252,7
51.8791703310832,1,0,0,4.25531445,0.000223818433033252,7
51.8876369978675,1,0,0,4.25517546,0.000223818433033252,7
51.896170247212,1,0,0,4.25503763,0.000223818433033252,7
51.9046618234205,1,0,0,4.25489377,0.000223818433033252,7
51.9131478681619,1,0,0,4.25475381,0.000223818433033252,7
51.9216366151007,1,0,0,4.25461187,0.000223818433033252,7
51.9301116021654,1,0,0,4.25447253,0.000223818433033252,7
51.9385910673178,1,0,0,4.25433127,0.000223818433033252,7
51.9470837040345,1,0,0,4.25417783,0.000223818433033252,7
51.9556113761981,1,0,0,4.25404547,0.000223818433033252,7
51.9640973214026,1,0,0,4.2539058,0.000223818433033252,7
51.9725528112799,1,0,0,4.25377364,0.000223818433033252,7
51.9810668714042,1,0,0,4.25363684,0.000223818433033252,7
51.9895609997475,1,0,0,4.25349695,0.000223818433033252,7
51.9981061487772,1,0,0,4.25336337,0.000223818433033252,7
52.0066080712013,1,0,0,4.25323073,0.000223818433033252,7
52.0150580317501,1,0,0,4.25309625,0.000223818433033252,7
52.023549556007,1,0,0,4.25296554,0.000223818433033252,7
52.0320057060175,1,0,0,4.25283792,0.000223818433033252,7
52.0404689320535,1,0,0,4.25270734,0.000223818433033252,7
52.0490265394043,1,0,0,4.25257868,0.000223818433033252,7
52.0575099625934,1,0,0,4.25245009,0.000223818433033252,7
52.0659658519547,1,0,0,4.25232547,0.000223818433033252,7
52.0701131229312,1,0,0,4.25226255,0.000223818433033252,7
52.0712645594659,1,2,0,4.25225755,0.000223818433033252,8
52.071315866911,1,2,-0.000108836,4.21161917,0.000223812848936154,8
52.0713766651166,1,2,-0.000108499904,4.2,0.000223806269580913,8
52.0714853269712,1,2,-0.000108499904,4.17923376,0.000223794479780113,8
52.0715622700049,1,2,-0.000108499904,4.16452651116197,0.00022378613146835,8
52.0717064879901,1,0,0,4.22477546,0.00022378613146835,9
52.0801885659618,1,0,0,4.2505113,0.00022378613146835,9
52.0886462300549,1,0,0,4.2508775,0.00022378613146835,9
52.0971822382714,1,0,0,4.250927,0.00022378613146835,9
52.1056521443244,1,0,0,4.25089941,0.00022378613146835,9
52.1141626971346,1,0,0,4.2508345,0.00022378613146835,9
52.1226720874046,1,0,0,4.25075241,0.00022378613146835,9
52.1311597820334,1,0,0,4.25066147,0.00022378613146835,9
52.1396623821456,1,0,0,4.25056158,0.00022378613146835,9
52.148117866498,1,0,0,4.2504625,0.00022378613146835,9
52.156576127901,1,0,0,4.25035493,0.00022378613146835,9
52.1650761435311,1,0,0,4.25025167,0.00022378613146835,9
52.1735783159111,1,0,0,4.25014233,0.00022378613146835,9
52.182057052404,1,0,0,4.25003695,0.00022378613146835,9
52.1905180752633,1,0,0,4.24992986,0.00022378613146835,9
52.1989980464762,1,0,0,4.24981976,0.00022378613146835,9
52.2074562882749,1,0,0,4.24971322,0.00022378613146835,9
52.2159774958916,1,0,0,4.24960394,0.00022378613146835,9
52.2244643862059,1,0,0,4.24949548,0.00022378613146835,9
52.2329338459025,1,0,0,4.24938346,0.00022378613146835,9
52.241433673776,1,0,0,4.24927671,0.00022378613146835,9
52.2499165369034,1,0,0,4.24916859,0.00022378613146835,9
52.2583923697192,1,0,0,4.24905897,0.00022378613146835,9
52.2669196340224,1,0,0,4.24895311,0.00022378613146835,9
52.2754390000743,1,0,0,4.24884732,0.00022378613146835,9
52.2839527415382,1,0,0,4.24874153,0.00022378613146835,9
52.2924695909213,1,0,0,4.24863547,0.00022378613146835,9
52.3009671699042,1,0,0,4.24853242,0.00022378613146835,9
52.3094858293961,1,0,0,4.24842472,0.00022378613146835,9
52.3179752613301,1,0,0,4.24832159,0.00022378613146835,9
52.3220830125343,1,0,0,4.24826928,0.00022378613146835,9
52.3232215902837,1,2,0,4.24826915,0.00022378613146835,10
52.3232857734451,1,2,-5.4418E-05,4.22489948,0.000223782638749071,10
52.3234640632325,1,2,-5.37674831E-05,4.20679007,0.000223773094308173,10
52.3236634844112,1,2,-5.376883695E-05,4.20076394,0.000223762371586685,10
52.3236780366798,1,2,-5.376883695E-05,4.2,0.000223761589128125,10
52.3238080027,1,2,-5.376883695E-05,4.19857233,0.000223754601006377,10
52.3238829147191,1,2,-5.376883695E-05,4.18899859520207,0.000223750573074238,10
52.3239802421277,1,0,0,4.22248787,0.000223750573074238,11
52.3324711818174,1,0,0,4.24645065,0.000223750573074238,11
52.3409244555077,1,0,0,4.24685225,0.000223750573074238,11
52.3494361952745,1,0,0,4.24694339,0.000223750573074238,11
52.3579026791142,1,0,0,4.24695133,0.000223750573074238,11
52.3663714321618,1,0,0,4.24691339,0.000223750573074238,11
52.374826899405,1,0,0,4.2468632,0.000223750573074238,11
52.3833157918619,1,0,0,4.24679877,0.000223750573074238,11
52.391771247075,1,0,0,4.24673161,0.000223750573074238,11
52.4003295311336,1,0,0,4.24665307,0.000223750573074238,11
52.4088702518886,1,0,0,4.24656522,0.000223750573074238,11
52.4173542876257,1,0,0,4.24648585,0.000223750573074238,11
52.4258292917997,1,0,0,4.24640712,0.000223750573074238,11
52.4344153310376,1,0,0,4.24632687,0.000223750573074238,11
52.4429671682824,1,0,0,4.24624073,0.000223750573074238,11
52.4514429421959,1,0,0,4.24615425,0.000223750573074238,11
52.4598984490933,1,0,0,4.24607038,0.000223750573074238,11
52.4683929250581,1,0,0,4.24598191,0.000223750573074238,11
52.4768454103847,1,0,0,4.2458992,0.000223750573074238,11
52.4854208366982,1,0,0,4.24581676,0.000223750573074238,11
52.4939370084824,1,0,0,4.24572377,0.000223750573074238,11
52.5024479831434,1,0,0,4.24563585,0.000223750573074238,11
52.5109174145028,1,0,0,4.24555369,0.000223750573074238,11
52.5194478982029,1,0,0,4.24546549,0.000223750573074238,11
52.5279533708925,1,0,0,4.24538018,0.000223750573074238,11
52.5364199415262,1,0,0,4.24529199,0.000223750573074238,11
52.5449563569794,1,0,0,4.2452116,0.000223750573074238,11
52.5534357197434,1,0,0,4.24512177,0.000223750573074238,11
52.5619252537093,1,0,0,4.24503577,0.000223750573074238,11
52.5704036729676,1,0,0,4.24495429,0.000223750573074238,11
52.5744334960177,1,0,0,4.2449106,0.000223750573074238,11
52.5755352546774,1,2,0,4.24490957,0.000223750573074238,12
52.5755728833392,1,2,-2.68956492E-05,4.23634694,0.00022374956102695,12
52.5757417987539,1,2,-2.689581125E-05,4.22445565,0.000223745017909752,12
52.5759750822351,1,2,-2.689581125E-05,4.21941435,0.000223738743561276,12
52.5767612568573,1,2,-2.689616245E-05,4.21435046,0.000223717598379257,12
52.579494495783,1,2,-2.689654605E-05,4.20889271,0.000223644083069352,12
52.585925532056,1,2,-2.689692835E-05,4.2034703,0.000223471107587347,12
52.5925396788751,1,2,-2.68973474E-05,4.2,0.000223293205599956,12
52.5926166497606,1,2,-2.68973474E-05,4.19997546,0.000223291135287309,12
52.5926936850239,1,2,-2.68973474E-05,4.19992572215067,0.000223289063243068,12
52.5927979210188,1,0,0,4.21285926,0.000223289063243068,13
52.601288804836,1,0,0,4.23048973,0.000223289063243068,13
52.6098026274799,1,0,0,4.23273919,0.000223289063243068,13
52.6183243147803,1,0,0,4.23381503,0.000223289063243068,13
52.6268162731852,1,0,0,4.23445203,0.000223289063243068,13
52.63539630751,1,0,0,4.23487643,0.000223289063243068,13
52.6438522285947,1,0,0,4.23516627,0.000223289063243068,13
52.6523326955313,1,0,0,4.23537861,0.000223289063243068,13
52.6608271493966,1,0,0,4.23553253,0.000223289063243068,13
52.6693909594865,1,0,0,4.23565222,0.000223289063243068,13
52.6778491403333,1,0,0,4.23573652,0.000223289063243068,13
52.6863185769503,1,0,0,4.23580123,0.000223289063243068,13
52.694804622761,1,0,0,4.2358534,0.000223289063243068,13
52.7033873841452,1,0,0,4.23588867,0.000223289063243068,13
52.711896132728,1,0,0,4.23590503,0.000223289063243068,13
52.7204287108896,1,0,0,4.2359242,0.000223289063243068,13
52.7289042286094,1,0,0,4.23592755,0.000223289063243068,13
52.7374189145592,1,0,0,4.23592283,0.000223289063243068,13
52.7458762960817,1,0,0,4.23592009,0.000223289063243068,13
52.7543318620597,1,0,0,4.23590825,0.000223289063243068,13
52.7628706904566,1,0,0,4.23589442,0.000223289063243068,13
52.7713566942069,1,0,0,4.23587586,0.000223289063243068,13
52.7798148866382,1,0,0,4.23585292,0.000223289063243068,13
52.7883092529074,1,0,0,4.23582669,0.000223289063243068,13
52.7968286778616,1,0,0,4.23579753,0.000223289063243068,13
52.8053174362957,1,0,0,4.23576932,0.000223289063243068,13
52.8137896228736,1,0,0,4.23573768,0.000223289063243068,13
52.8222728796928,1,0,0,4.23570529,0.000223289063243068,13
52.8307945134376,1,0,0,4.23566763,0.000223289063243068,13
52.8392476484715,1,0,0,4.23563607,0.000223289063243068,13
52.8432482306862,1,0,0,4.23561785,0.000223289063243068,13
52.8442907669857,1,2,0,4.23561511,0.000223289063243068,14
52.8443434978876,1,2,-1.3916564E-05,4.23024412,0.000223288329410097,14
52.8445423619452,1,2,-1.3916564E-05,4.2246015,0.000223285561905712,14
52.8463488673333,1,2,-1.391619215E-05,4.21875072,0.00022326042223376,14
52.8558228604912,1,2,-1.391524225E-05,4.21329844,0.000223128587395713,14
52.8749021194803,1,2,-1.391496285E-05,4.20828823,0.000222863100026537,14
52.9029448130426,1,2,-1.39142225E-05,4.20322687,0.000222472896662784,14
52.9249142655482,1,2,-1.391439695E-05,4.2,0.000222167202842937,14
52.9250080903744,1,2,-1.391439695E-05,4.19998955,0.000222165897327061,14
52.925048813767,1,2,-1.391439695E-05,4.19998121856109,0.000222165330685611,14
52.9251190955861,1,0,0,4.2057101,0.000222165330685611,15
52.9335941003839,1,0,0,4.21461908,0.000222165330685611,15
52.9420495140714,1,0,0,4.21600914,0.000222165330685611,15
52.9505049868394,1,0,0,4.21682547,0.000222165330685611,15
52.9589911184638,1,0,0,4.21739242,0.000222165330685611,15
52.9675554445056,1,0,0,4.21782558,0.000222165330685611,15
52.9760505742767,1,0,0,4.21815788,0.000222165330685611,15
52.984618551903,1,0,0,4.21842444,0.000222165330685611,15
52.9931157682047,1,0,0,4.21865061,0.000222165330685611,15
53.0015683907621,1,0,0,4.21883042,0.000222165330685611,15
53.0100850612106,1,0,0,4.2189916,0.000222165330685611,15
53.0185705222759,1,0,0,4.21912376,0.000222165330685611,15
53.0270514868075,1,0,0,4.21924399,0.000222165330685611,15
53.0355292732896,1,0,0,4.21934711,0.000222165330685611,15
53.0440542006607,1,0,0,4.21943798,0.000222165330685611,15
53.0525758736143,1,0,0,4.21951405,0.000222165330685611,15
53.0610623047403,1,0,0,4.21958471,0.000222165330685611,15
53.0695233365998,1,0,0,4.2196447,0.000222165330685611,15
53.0779871313413,1,0,0,4.21969667,0.000222165330685611,15
53.0864788012943,1,0,0,4.21974241,0.000222165330685611,15
53.0949814254664,1,0,0,4.21978472,0.000222165330685611,15
53.1034396755524,1,0,0,4.21981554,0.000222165330685611,15
53.1118951947471,1,0,0,4.21984437,0.000222165330685611,15
53.1204208349159,1,0,0,4.21986785,0.000222165330685611,15
53.1288783493027,1,0,0,4.21988771,0.000222165330685611,15
53.1374005709119,1,0,0,4.2198986,0.000222165330685611,15
53.1458921530907,1,0,0,4.21991544,0.000222165330685611,15
53.1543531170477,1,0,0,4.21992318,0.000222165330685611,15
53.1628526116466,1,0,0,4.21993975,0.000222165330685611,15
53.1713344441179,1,0,0,4.21994571,0.000222165330685611,15
53.1753168020938,1,0,0,4.21994879,0.000222165330685611,15
53.1764300388552,1,2,0,4.21994961,0.000222165330685611,16
53.17650072399,1,2,-6.95968421E-06,4.21692168,0.000222164838739394,16
53.1816223867708,1,2,-6.959667795E-06,4.21157532,0.000222129193444342,16
53.2225359024064,1,2,-6.959767265E-06,4.20644767,0.000221844446378498,16
53.2918518595154,1,2,-6.959734895E-06,4.20139767,0.000221362025541276,16
53.3149080760844,1,2,-6.959777565E-06,4.2,0.000221201560657081,16
53.3149683215372,1,2,-6.959777565E-06,4.19999589,0.000221201141362131,16
53.3150069317551,1,2,-6.959777565E-06,4.19999414194351,0.000221200872643602,16
53.3150772563474,1,0,0,4.20285532,0.000221200872643602,17
53.3235861533889,1,0,0,4.20693259,0.000221200872643602,17
53.332054263769,1,0,0,4.20757857,0.000221200872643602,17
53.3405347595775,1,0,0,4.20797475,0.000221200872643602,17
53.3489874544929,1,0,0,4.20826425,0.000221200872643602,17
53.3574568153656,1,0,0,4.20848364,0.000221200872643602,17
53.3659165094038,1,0,0,4.20866529,0.000221200872643602,17
53.3744094351962,1,0,0,4.20881785,0.000221200872643602,17
53.3828927580465,1,0,0,4.2089448,0.000221200872643602,17
53.39138489699,1,0,0,4.20905175,0.000221200872643602,17
53.399845299014,1,0,0,4.20914666,0.000221200872643602,17
53.4083092039856,1,0,0,4.20922999,0.000221200872643602,17
53.4168006410029,1,0,0,4.20930839,0.000221200872643602,17
53.4253228614536,1,0,0,4.20937536,0.000221200872643602,17
53.4337956319749,1,0,0,4.20943219,0.000221200872643602,17
53.4422866848353,1,0,0,4.20948361,0.000221200872643602,17
53.4507976348126,1,0,0,4.20953127,0.000221200872643602,17
53.4592725697474,1,0,0,4.20957756,0.000221200872643602,17
53.4677530232283,1,0,0,4.20961268,0.000221200872643602,17
53.4762196066939,1,0,0,4.20964774,0.000221200872643602,17
53.4846862730327,1,0,0,4.2096789,0.000221200872643602,17
53.4931611181437,1,0,0,4.20971231,0.000221200872643602,17
53.5016389001703,1,0,0,4.20974045,0.000221200872643602,17
53.5101359582111,1,0,0,4.20976319,0.000221200872643602,17
53.5186247929242,1,0,0,4.20978516,0.000221200872643602,17
53.527080260702,1,0,0,4.20980612,0.000221200872643602,17
53.5355678671111,1,0,0,4.20982399,0.000221200872643602,17
53.5440612904093,1,0,0,4.20984117,0.000221200872643602,17
53.5525745340999,1,0,0,4.20985823,0.000221200872643602,17
53.5611022518883,1,0,0,4.20987507,0.000221200872643602,17
53.5651022090794,1,0,0,4.20987993,0.000221200872643602,17
53.5661448851047,1,2,0,4.20987993,0.000221200872643602,18
53.5662138656381,1,2,-2.98445531E-06,4.20864263,0.000221200666774283,18
53.646973601783,1,2,-2.98454713E-06,4.20361501,0.000220959634717394,18
53.7876980350359,1,2,-2.98454188E-06,4.2,0.00022053963110022,18
53.7877751768102,1,2,-2.98454188E-06,4.19999697,0.000220539400867364,18
53.7878144082198,1,2,-2.98454188E-06,4.19999735133507,0.000220539283779578,18
53.787872383741,1,0,0,4.20114115,0.000220539283779578,19
53.7963333599062,1,0,0,4.20290747,0.000220539283779578,19
53.8048388942605,1,0,0,4.20317596,0.000220539283779578,19
53.8134216134953,1,0,0,4.20334837,0.000220539283779578,19
53.8219054286831,1,0,0,4.20346936,0.000220539283779578,19
53.8303552644767,1,0,0,4.2035692,0.000220539283779578,19
53.8388492399949,1,0,0,4.20364876,0.000220539283779578,19
53.8473107460133,1,0,0,4.20371723,0.000220539283779578,19
53.8557661367102,1,0,0,4.20377379,0.000220539283779578,19
53.8642244858874,1,0,0,4.20382555,0.000220539283779578,19
53.8727299691812,1,0,0,4.2038728,0.000220539283779578,19
53.8812076756418,1,0,0,4.20391422,0.000220539283779578,19
53.8897048149517,1,0,0,4.20394859,0.000220539283779578,19
53.8981768664375,1,0,0,4.2039801,0.000220539283779578,19
53.9067038717846,1,0,0,4.20400919,0.000220539283779578,19
53.9152093495535,1,0,0,4.20403747,0.000220539283779578,19
53.9237156157752,1,0,0,4.20405795,0.000220539283779578,19
53.9321765439097,1,0,0,4.20408006,0.000220539283779578,19
53.9406503241461,1,0,0,4.20409889,0.000220539283779578,19
53.949123698037,1,0,0,4.20411786,0.000220539283779578,19
53.9576547875127,1,0,0,4.20413546,0.000220539283779578,19
53.9661317883935,1,0,0,4.20414662,0.000220539283779578,19
53.974584509151,1,0,0,4.20416387,0.000220539283779578,19
53.9830538788457,1,0,0,4.20417497,0.000220539283779578,19
53.9915177470146,1,0,0,4.20418805,0.000220539283779578,19
54.0000049751481,1,0,0,4.20419907,0.000220539283779578,19
54.0085254379763,1,0,0,4.20421174,0.000220539283779578,19
54.0170175219384,1,0,0,4.20422036,0.000220539283779578,19
54.0255618022264,1,0,0,4.20422755,0.000220539283779578,19
54.0340651809,1,0,0,4.20423563,0.000220539283779578,19
54.0380478051391,1,0,0,4.20423652,0.000220539283779578,19
54.0391631758381,1,2,0,4.20423994,0.000220539283779578,20
54.1422734814841,1,2,-1.99082875E-06,4.2,0.000220334013536187,20
54.1423191539787,1,2,-1.99082875E-06,4.19999941,0.000220333922610072,20
54.1423626009555,1,2,-1.99082875E-06,4.19999842389516,0.000220333836114581,20
54.1424632037227,1,0,0,4.20094214,0.000220333836114581,21
54.1509718075894,1,0,0,4.20191905,0.000220333836114581,21
54.1594301033893,1,0,0,4.20207798,0.000220333836114581,21
54.1679562129049,1,0,0,4.20217254,0.000220333836114581,21
54.1764443746528,1,0,0,4.20224361,0.000220333836114581,21
54.1849075731536,1,0,0,4.20229503,0.000220333836114581,21
54.1933630612487,1,0,0,4.20233742,0.000220333836114581,21
54.2018625009553,1,0,0,4.20237617,0.000220333836114581,21
54.2103602042478,1,0,0,4.20240219,0.000220333836114581,21
54.2188267877134,1,0,0,4.20243027,0.000220333836114581,21
54.2273600478404,1,0,0,4.20244964,0.000220333836114581,21
54.2358766387129,1,0,0,4.20246793,0.000220333836114581,21
54.2443653734436,1,0,0,4.20248402,0.000220333836114581,21
54.2528236295,1,0,0,4.2024997,0.000220333836114581,21
54.2613264177252,1,0,0,4.20251058,0.000220333836114581,21
54.2698174211291,1,0,0,4.20252517,0.000220333836114581,21
54.2782733859672,1,0,0,4.20253551,0.000220333836114581,21
54.2867816521929,1,0,0,4.20254373,0.000220333836114581,21
54.2952371189905,1,0,0,4.20255317,0.000220333836114581,21
54.3037253345613,1,0,0,4.20255989,0.000220333836114581,21
54.3122698296956,1,0,0,4.20256954,0.000220333836114581,21
54.3207313415062,1,0,0,4.2025731,0.000220333836114581,21
54.3292268793158,1,0,0,4.20257707,0.000220333836114581,21
54.3377006429776,1,0,0,4.20258091,0.000220333836114581,21
54.3462227825156,1,0,0,4.20258495,0.000220333836114581,21
54.3546838612474,1,0,0,4.20258529,0.000220333836114581,21
54.3631726851781,1,0,0,4.20258597,0.000220333836114581,21
54.3716614321169,1,0,0,4.20259248,0.000220333836114581,21
