	Cycle_ID	Cap_Chg	Cap_DChg	Specific_Capacity-Chg	Specific_Capacity-DChg	Efficiency	Engy_Chg	Engy_DChg	Mid-value_Voltage	CC_Chg_Cap	CC_Chg_Rat	Platform_Cap	Platform_RCap	Platform_Efficiency	Platform_Time	Capacitance_Chg	Capacitance_DChg	rd	REngy_Chg	REngy_DChg	Energy_Efficiency
469	213.59	213.53	213587.88	213529.68	99.97	811.64	794.71	3677.7	0.00	0.00	213.51	213507.94	99.99	2:43:42	0.0000	0.0000	0.0000	811638.81	794705.08	97.91%	
470	215.44	219.40	215442.76	219398.75	101.84	815.54	821.01	3692.6	0.00	6.81	219.40	219398.75	100.00	18:41:17	0.0000	0.0000	0.0000	815536.44	821009.29	100.67%	
471	217.12	213.70	217116.43	213696.37	98.42	824.46	795.15	3676.5	0.00	0.57	213.70	213696.37	100.00	2:43:51	0.0000	0.0000	0.0000	824458.40	795153.89	96.45%	
472	214.00	213.61	214003.41	213612.38	99.82	813.15	794.93	3677.1	0.00	3.05	213.61	213612.38	100.00	2:43:47	0.0000	0.0000	0.0000	813145.47	794928.78	97.76%	
473	213.70	213.50	213695.81	213501.40	99.91	812.04	794.53	3677.1	0.00	0.20	213.50	213501.40	100.00	2:43:42	0.0000	0.0000	0.0000	812035.16	794532.57	97.84%	
474	213.58	213.44	213584.63	213440.34	99.93	811.61	794.31	3677.1	0.00	1.49	213.44	213440.34	100.00	2:43:39	0.0000	0.0000	0.0000	811608.31	794314.88	97.87%	
475	213.47	213.38	213473.04	213377.28	99.96	811.19	794.09	3677.1	0.00	0.21	213.38	213377.28	100.00	2:43:36	0.0000	0.0000	0.0000	811192.47	794085.12	97.89%	
476	213.42	213.36	213420.37	213356.66	99.97	811.01	794.02	3677.1	0.00	0.19	213.36	213356.66	100.00	2:43:35	0.0000	0.0000	0.0000	811013.13	794016.31	97.90%	
477	213.34	213.27	213341.96	213271.73	99.97	810.73	793.70	3677.1	0.00	0.00	213.27	213271.73	100.00	2:43:31	0.0000	0.0000	0.0000	810728.58	793702.08	97.90%	
478	213.30	213.27	213300.33	213272.26	99.99	810.58	793.70	3677.1	0.00	0.00	213.27	213272.26	100.00	2:43:31	0.0000	0.0000	0.0000	810578.02	793699.42	97.92%	
479	213.28	213.25	213280.58	213248.42	99.98	810.51	793.64	3677.1	0.00	0.00	213.25	213248.42	100.00	2:43:30	0.0000	0.0000	0.0000	810506.80	793636.90	97.92%	
480	213.26	213.23	213263.54	213226.82	99.98	810.44	793.54	3677.1	0.00	0.00	213.23	213226.82	100.00	2:43:29	0.0000	0.0000	0.0000	810439.31	793539.08	97.91%	
481	213.24	213.18	213242.73	213184.19	99.97	810.37	793.38	3676.8	0.00	0.19	213.18	213184.19	100.00	2:43:27	0.0000	0.0000	0.0000	810369.35	793376.69	97.90%	
482	213.19	213.18	213192.84	213184.23	100.00	810.23	793.38	3677.1	0.00	1.49	213.18	213184.23	100.00	2:43:27	0.0000	0.0000	0.0000	810228.55	793377.37	97.92%	
483	213.21	213.16	213211.72	213162.88	99.98	810.26	793.31	3677.1	0.00	0.52	213.16	213162.88	100.00	2:43:26	0.0000	0.0000	0.0000	810259.35	793306.69	97.91%	
484	213.18	213.14	213179.85	213138.15	99.98	810.13	793.21	3676.8	0.00	0.00	213.14	213138.15	100.00	2:43:25	0.0000	0.0000	0.0000	810127.96	793213.84	97.91%	
485	213.14	213.07	213136.47	213074.00	99.97	809.96	792.98	3676.8	0.00	0.00	213.07	213074.00	100.00	2:43:22	0.0000	0.0000	0.0000	809960.39	792980.92	97.90%	
486	213.10	213.10	213104.75	213098.94	100.00	809.87	793.05	3676.8	0.00	0.50	213.10	213098.94	100.00	2:43:23	0.0000	0.0000	0.0000	809869.43	793053.16	97.92%	
487	213.10	213.06	213100.12	213057.12	99.98	809.86	792.92	3676.8	0.00	0.00	213.06	213057.12	100.00	2:43:21	0.0000	0.0000	0.0000	809857.72	792918.86	97.91%	
488	213.08	213.06	213075.88	213056.13	99.99	809.77	792.91	3677.1	0.00	0.19	213.06	213056.13	100.00	2:43:21	0.0000	0.0000	0.0000	809769.28	792914.86	97.92%	
489	213.06	213.01	213064.59	213013.42	99.98	809.70	792.74	3676.8	0.00	0.19	213.01	213013.42	100.00	2:43:19	0.0000	0.0000	0.0000	809700.23	792738.32	97.91%	
490	213.00	212.95	212995.27	212947.06	99.98	809.47	792.51	3676.8	0.00	0.18	212.95	212947.06	100.00	2:43:16	0.0000	0.0000	0.0000	809467.06	792506.20	97.90%	
491	212.99	212.95	212985.89	212947.97	99.98	809.42	792.49	3676.8	0.00	0.00	212.95	212947.97	100.00	2:43:16	0.0000	0.0000	0.0000	809424.91	792493.82	97.91%	
492	212.99	212.93	212987.29	212926.91	99.97	809.43	792.42	3676.5	0.00	15.31	212.93	212926.91	100.00	2:43:15	0.0000	0.0000	0.0000	809430.77	792423.46	97.90%	
493	212.96	212.88	212955.59	212882.53	99.97	809.30	792.27	3676.8	0.00	0.00	212.88	212882.53	100.00	2:43:13	0.0000	0.0000	0.0000	809301.99	792271.05	97.90%	
494	212.90	212.88	212896.10	212879.01	99.99	809.11	792.26	3676.5	0.00	0.20	212.88	212879.01	100.00	2:43:13	0.0000	0.0000	0.0000	809112.67	792256.75	97.92%	
495	212.86	212.84	212861.32	212839.42	99.99	808.97	792.09	3676.5	0.00	0.20	212.84	212839.42	100.00	2:43:11	0.0000	0.0000	0.0000	808965.34	792093.03	97.91%	
496	212.89	212.64	212887.75	212644.24	99.89	809.05	791.45	3676.5	0.00	0.21	212.64	212644.24	100.00	2:43:02	0.0000	0.0000	0.0000	809048.28	791448.05	97.82%	
497	212.83	212.80	212825.18	212795.44	99.99	808.83	791.96	3676.5	0.00	4.17	212.80	212795.44	100.00	2:43:09	0.0000	0.0000	0.0000	808834.49	791956.76	97.91%	
498	212.80	212.77	212797.63	212771.22	99.99	808.74	791.85	3676.5	0.00	9.19	212.77	212771.22	100.00	2:43:08	0.0000	0.0000	0.0000	808738.99	791854.28	97.91%	
499	212.79	212.75	212786.33	212747.92	99.98	808.70	791.76	3676.2	0.00	0.00	212.75	212747.92	100.00	2:43:07	0.0000	0.0000	0.0000	808696.20	791756.55	97.91%	
500	212.77	212.73	212773.39	212726.96	99.98	808.63	791.69	3676.5	0.00	0.00	212.73	212726.96	100.00	2:43:06	0.0000	0.0000	0.0000	808633.33	791690.92	97.90%	
501	212.75	212.16	212749.51	212159.73	99.72	808.53	789.55	3674.3	0.00	0.00	212.16	212159.73	100.00	2:42:40	0.0000	0.0000	0.0000	808529.02	789554.69	97.65%	
502	212.72	212.71	212721.21	212705.56	99.99	808.46	791.61	3676.5	0.00	0.95	212.71	212705.56	100.00	2:43:05	0.0000	0.0000	0.0000	808461.30	791606.07	97.92%	
503	212.72	212.68	212716.37	212682.08	99.98	808.42	791.50	3676.2	0.00	0.00	212.68	212682.08	100.00	2:43:04	0.0000	0.0000	0.0000	808421.04	791497.83	97.91%	
504	212.70	212.66	212700.69	212664.63	99.98	808.35	791.43	3676.2	0.00	2.17	212.66	212664.63	100.00	2:43:03	0.0000	0.0000	0.0000	808345.61	791433.59	97.91%	
505	212.65	212.62	212654.46	212621.98	99.98	808.21	791.29	3676.2	0.00	0.49	212.62	212621.98	100.00	2:43:01	0.0000	0.0000	0.0000	808207.23	791287.41	97.91%	
506	212.66	212.62	212656.23	212621.04	99.98	808.21	791.28	3676.2	0.00	0.00	212.62	212621.04	100.00	2:43:01	0.0000	0.0000	0.0000	808209.38	791282.92	97.91%	
507	212.62	212.58	212622.16	212576.45	99.98	808.06	791.12	3676.2	0.00	0.92	212.58	212576.45	100.00	2:42:59	0.0000	0.0000	0.0000	808058.32	791115.00	97.90%	
508	212.62	212.57	212622.32	212574.96	99.98	808.07	791.11	3676.2	0.00	1.48	212.57	212574.96	100.00	2:42:59	0.0000	0.0000	0.0000	808065.78	791113.16	97.90%	
509	212.59	212.56	212589.76	212555.88	99.98	807.95	791.04	3676.2	0.00	0.19	212.56	212555.88	100.00	2:42:58	0.0000	0.0000	0.0000	807949.61	791041.93	97.91%	
510	212.56	212.54	212562.04	212535.73	99.99	807.88	790.96	3676.2	0.00	0.49	212.54	212535.73	100.00	2:42:57	0.0000	0.0000	0.0000	807877.03	790963.67	97.91%	
511	212.52	212.49	212522.50	212488.90	99.98	807.71	790.79	3676.2	0.00	0.00	212.49	212488.90	100.00	2:42:55	0.0000	0.0000	0.0000	807713.60	790794.08	97.91%	
512	212.50	212.49	212498.14	212488.13	100.00	807.63	790.80	3676.2	0.00	0.19	212.49	212488.13	100.00	2:42:55	0.0000	0.0000	0.0000	807631.39	790797.94	97.92%	
513	212.47	212.45	212473.41	212446.76	99.99	807.53	790.63	3676.2	0.00	0.00	212.45	212446.76	100.00	2:42:53	0.0000	0.0000	0.0000	807527.83	790629.62	97.91%	
514	212.44	212.40	212438.74	212401.17	99.98	807.40	790.47	3676.2	0.00	0.48	212.40	212401.17	100.00	2:42:51	0.0000	0.0000	0.0000	807399.48	790467.68	97.90%	
515	212.44	212.41	212435.41	212405.35	99.99	807.41	790.49	3676.2	0.00	0.52	212.41	212405.35	100.00	2:42:51	0.0000	0.0000	0.0000	807412.95	790485.29	97.90%	
516	212.42	212.36	212418.36	212359.85	99.97	807.32	790.33	3675.9	0.00	0.19	212.36	212359.85	100.00	2:42:49	0.0000	0.0000	0.0000	807321.34	790331.36	97.90%	
517	212.36	212.33	212355.90	212332.33	99.99	807.11	790.21	3675.9	0.00	0.00	212.33	212332.33	100.00	2:42:48	0.0000	0.0000	0.0000	807109.84	790208.71	97.91%	
518	212.33	212.31	212332.52	212310.40	99.99	807.02	790.14	3675.9	0.00	0.49	212.31	212310.40	100.00	2:42:47	0.0000	0.0000	0.0000	807018.08	790144.83	97.91%	
519	212.34	212.31	212338.63	212310.33	99.99	807.03	790.14	3675.9	0.00	0.21	212.31	212310.33	100.00	2:42:47	0.0000	0.0000	0.0000	807028.37	790135.37	97.91%	
520	212.30	212.27	212296.58	212265.91	99.99	806.89	789.96	3675.9	0.00	0.00	212.27	212265.91	100.00	2:42:45	0.0000	0.0000	0.0000	806887.22	789964.29	97.90%	
521	212.30	212.29	212302.23	212287.74	99.99	806.91	790.01	3675.9	0.00	9.21	212.29	212287.74	100.00	2:42:46	0.0000	0.0000	0.0000	806909.44	790014.27	97.91%	
522	214.14	218.11	214140.84	218109.82	101.85	810.69	816.20	3694.5	0.00	99.60	218.11	218109.82	100.00	18:34:42	0.0000	0.0000	0.0000	810691.94	816196.64	100.68%	
523	215.86	212.46	215861.79	212461.05	98.42	819.85	790.53	3674.9	0.00	0.55	212.46	212461.05	100.00	2:42:54	0.0000	0.0000	0.0000	819845.57	790533.42	96.42%	
524	212.76	212.37	212759.70	212370.69	99.82	808.57	790.28	3675.2	0.00	0.19	212.37	212370.69	100.00	2:42:50	0.0000	0.0000	0.0000	808571.16	790282.94	97.74%	
525	212.41	212.24	212413.93	212242.19	99.92	807.30	789.82	3675.2	0.00	0.18	212.24	212242.19	100.00	2:42:44	0.0000	0.0000	0.0000	807300.76	789816.04	97.83%	
526	212.33	211.92	212326.32	211922.55	99.81	806.96	788.51	3674.6	0.00	0.50	211.92	211922.55	100.00	2:42:29	0.0000	0.0000	0.0000	806963.03	788508.10	97.71%	
527	212.22	212.16	212222.64	212160.96	99.97	806.60	789.54	3675.5	0.00	0.00	212.16	212160.96	100.00	2:42:40	0.0000	0.0000	0.0000	806596.71	789539.59	97.89%	
528	212.14	212.07	212143.80	212070.91	99.97	806.31	789.21	3675.5	0.00	0.00	212.07	212070.91	100.00	2:42:36	0.0000	0.0000	0.0000	806305.01	789214.75	97.88%	
529	212.13	212.09	212134.77	212089.25	99.98	806.28	789.29	3675.2	0.00	0.00	212.09	212089.25	100.00	2:42:37	0.0000	0.0000	0.0000	806282.46	789289.76	97.89%	
530	212.09	212.02	212090.60	212024.87	99.97	806.09	789.05	3675.2	0.00	0.00	212.02	212024.87	100.00	2:42:34	0.0000	0.0000	0.0000	806090.92	789047.41	97.89%	
531	212.05	212.01	212046.28	212005.39	99.98	805.95	788.99	3675.2	0.00	0.19	212.01	212005.39	100.00	2:42:33	0.0000	0.0000	0.0000	805947.08	788987.39	97.90%	
532	212.02	211.96	212016.86	211964.77	99.98	805.82	788.83	3675.5	0.00	0.19	211.96	211964.77	100.00	2:42:31	0.0000	0.0000	0.0000	805822.80	788828.03	97.89%	
533	212.01	211.96	212011.95	211962.77	99.98	805.81	788.82	3675.2	0.00	0.19	211.96	211962.77	100.00	2:42:31	0.0000	0.0000	0.0000	805809.15	788822.66	97.89%	
534	211.98	211.94	211984.47	211938.32	99.98	805.72	788.74	3675.2	0.00	0.22	211.94	211938.32	100.00	2:42:30	0.0000	0.0000	0.0000	805724.28	788743.93	97.89%	
535	211.94	211.92	211944.76	211916.38	99.99	805.58	788.65	3675.2	0.00	0.00	211.89	211894.65	99.99	2:42:28	0.0000	0.0000	0.0000	805580.36	788653.67	97.90%	
536	211.96	211.92	211955.06	211919.36	99.98	805.62	788.66	3675.2	0.00	3.05	211.90	211897.62	99.99	2:42:28	0.0000	0.0000	0.0000	805622.49	788659.73	97.89%	
537	211.94	211.88	211940.12	211876.60	99.97	805.54	788.48	3675.2	0.00	0.19	211.88	211876.60	100.00	2:42:27	0.0000	0.0000	0.0000	805544.64	788483.59	97.88%	
538	211.93	211.88	211926.10	211875.57	99.98	805.48	788.49	3675.2	0.00	0.00	211.88	211875.57	100.00	2:42:27	0.0000	0.0000	0.0000	805477.72	788494.42	97.89%	
539	211.85	211.81	211845.01	211811.81	99.98	805.20	788.26	3675.2	0.00	0.00	211.81	211811.81	100.00	2:42:24	0.0000	0.0000	0.0000	805201.92	788258.91	97.90%	
540	211.84	211.79	211844.73	211792.26	99.98	805.21	788.20	3675.2	0.00	0.19	211.79	211792.26	100.00	2:42:23	0.0000	0.0000	0.0000	805212.05	788201.27	97.89%	
541	211.82	211.79	211819.77	211789.93	99.99	805.13	788.17	3675.2	0.00	0.21	211.79	211789.93	100.00	2:42:23	0.0000	0.0000	0.0000	805125.17	788172.42	97.89%	
542	211.80	211.77	211804.98	211767.01	99.98	805.06	788.09	3675.2	0.00	0.49	211.77	211767.01	100.00	2:42:22	0.0000	0.0000	0.0000	805058.55	788093.63	97.89%	
543	211.79	211.72	211787.06	211723.75	99.97	804.98	787.95	3675.2	0.00	0.00	211.72	211723.75	100.00	2:42:20	0.0000	0.0000	0.0000	804982.72	787946.13	97.88%	
544	211.75	211.70	211753.04	211698.54	99.97	804.85	787.86	3674.9	0.00	0.20	211.70	211698.54	100.00	2:42:19	0.0000	0.0000	0.0000	804852.78	787856.93	97.89%	
545	211.72	211.68	211720.47	211676.89	99.98	804.75	787.77	3674.9	0.00	0.95	211.68	211676.89	100.00	2:42:18	0.0000	0.0000	0.0000	804751.09	787773.69	97.89%	
546	211.71	211.67	211705.64	211674.29	99.99	804.69	787.74	3674.9	0.00	0.00	211.67	211674.29	100.00	2:42:18	0.0000	0.0000	0.0000	804691.58	787743.01	97.89%	
547	211.68	211.65	211681.49	211652.15	99.99	804.60	787.69	3675.2	0.00	0.00	211.65	211652.15	100.00	2:42:17	0.0000	0.0000	0.0000	804602.75	787692.50	97.90%	
548	211.66	211.61	211657.99	211611.07	99.98	804.52	787.54	3674.9	0.00	0.51	211.61	211611.07	100.00	2:42:15	0.0000	0.0000	0.0000	804524.69	787536.64	97.89%	
549	211.62	211.59	211624.88	211589.64	99.98	804.41	787.44	3674.9	0.00	5.58	211.59	211589.64	100.00	2:42:14	0.0000	0.0000	0.0000	804408.22	787440.33	97.89%	
550	211.65	211.63	211648.28	211630.37	99.99	804.50	787.58	3674.9	0.00	0.00	211.63	211630.37	100.00	2:42:16	0.0000	0.0000	0.0000	804497.95	787581.39	97.90%	
551	211.61	211.58	211608.01	211583.33	99.99	804.32	787.42	3674.6	0.00	0.00	211.58	211583.33	100.00	2:42:14	0.0000	0.0000	0.0000	804319.17	787416.78	97.90%	
552	211.57	211.54	211565.26	211542.17	99.99	804.16	787.27	3674.9	0.00	0.00	211.54	211542.17	100.00	2:42:12	0.0000	0.0000	0.0000	804163.55	787267.47	97.90%	
553	211.52	211.52	211521.62	211522.01	100.00	804.02	787.17	3674.6	0.00	0.00	211.52	211522.01	100.00	2:42:11	0.0000	0.0000	0.0000	804021.39	787173.16	97.90%	
554	211.54	211.50	211542.09	211500.81	99.98	804.09	787.10	3674.6	0.00	0.20	211.50	211500.81	100.00	2:42:10	0.0000	0.0000	0.0000	804094.28	787100.49	97.89%	
555	211.55	211.48	211554.11	211478.80	99.96	804.11	787.01	3674.6	0.00	3.05	211.48	211478.80	100.00	2:42:09	0.0000	0.0000	0.0000	804113.61	787013.04	97.87%	
556	211.52	211.48	211522.49	211477.40	99.98	803.99	787.04	3674.9	0.00	0.50	211.48	211477.40	100.00	2:42:09	0.0000	0.0000	0.0000	803993.92	787038.10	97.89%	
557	211.19	211.41	211185.81	211412.18	100.11	802.81	786.80	3674.6	0.00	0.93	211.41	211412.18	100.00	2:42:06	0.0000	0.0000	0.0000	802806.19	786795.31	98.01%	
558	211.43	211.41	211434.19	211413.76	99.99	803.70	786.79	3674.6	0.00	0.52	211.41	211413.76	100.00	2:42:06	0.0000	0.0000	0.0000	803696.89	786788.97	97.90%	
559	211.44	211.41	211438.46	211413.69	99.99	803.72	786.77	3674.6	0.00	0.00	211.41	211413.69	100.00	2:42:06	0.0000	0.0000	0.0000	803717.62	786771.59	97.89%	
560	211.40	211.37	211399.75	211368.18	99.99	803.54	786.61	3674.6	0.00	0.92	211.37	211368.18	100.00	2:42:04	0.0000	0.0000	0.0000	803539.29	786614.36	97.89%	
561	211.36	211.33	211360.20	211328.00	99.98	803.42	786.46	3674.6	0.00	9.26	211.33	211328.00	100.00	2:42:02	0.0000	0.0000	0.0000	803416.64	786463.85	97.89%	
562	211.36	211.33	211363.15	211332.83	99.99	803.42	786.48	3674.6	0.00	0.96	211.33	211332.83	100.00	2:42:02	0.0000	0.0000	0.0000	803424.91	786476.46	97.89%	
563	211.35	211.35	211348.39	211352.74	100.00	803.35	786.52	3674.3	0.00	0.49	211.35	211352.74	100.00	2:42:03	0.0000	0.0000	0.0000	803354.75	786519.02	97.90%	
564	211.36	211.31	211358.71	211306.35	99.98	803.38	786.37	3674.3	0.00	0.00	211.31	211306.35	100.00	2:42:01	0.0000	0.0000	0.0000	803376.07	786371.96	97.88%	
565	211.31	211.29	211311.27	211289.28	99.99	803.23	786.30	3674.3	0.00	2.24	211.29	211289.28	100.00	2:42:00	0.0000	0.0000	0.0000	803232.88	786301.38	97.89%	
566	211.25	211.22	211248.54	211223.41	99.99	802.99	786.07	3674.3	0.00	0.19	211.22	211223.41	100.00	2:41:57	0.0000	0.0000	0.0000	802987.26	786068.51	97.89%	
567	211.27	211.24	211270.74	211241.20	99.99	803.09	786.13	3674.3	0.00	0.00	211.24	211241.20	100.00	2:41:58	0.0000	0.0000	0.0000	803089.26	786125.13	97.89%	
568	211.27	211.24	211268.48	211239.04	99.99	803.07	786.11	3674.3	0.00	0.00	211.24	211239.04	100.00	2:41:58	0.0000	0.0000	0.0000	803067.80	786109.93	97.89%	
569	211.24	211.19	211240.49	211194.99	99.98	802.97	785.98	3674.3	0.00	3.09	211.19	211194.99	100.00	2:41:56	0.0000	0.0000	0.0000	802966.43	785978.61	97.88%	
570	211.18	211.17	211177.98	211174.74	100.00	802.75	785.88	3674.3	0.00	0.00	211.17	211174.74	100.00	2:41:55	0.0000	0.0000	0.0000	802753.23	785875.98	97.90%	
571	211.17	211.15	211172.90	211153.73	99.99	802.74	785.80	3674.0	0.00	0.92	211.15	211153.73	100.00	2:41:54	0.0000	0.0000	0.0000	802738.68	785803.88	97.89%	
572	211.19	211.15	211188.89	211152.11	99.98	802.77	785.78	3674.0	0.00	1.48	211.15	211152.11	100.00	2:41:54	0.0000	0.0000	0.0000	802772.67	785779.68	97.88%	
573	211.20	211.17	211204.76	211173.27	99.99	802.79	785.86	3674.0	0.00	1.48	211.17	211173.27	100.00	2:41:55	0.0000	0.0000	0.0000	802792.48	785856.18	97.89%	
574	212.99	216.98	212993.02	216984.92	101.87	806.43	812.02	3693.2	0.00	16.54	216.98	216984.92	100.00	18:28:57	0.0000	0.0000	0.0000	806426.10	812022.14	100.69%	
575	214.74	211.33	214738.13	211330.30	98.41	815.71	786.31	3673.4	0.00	0.00	211.33	211330.30	100.00	2:42:02	0.0000	0.0000	0.0000	815712.62	786310.89	96.40%	
576	211.61	211.22	211606.77	211222.48	99.82	804.31	785.96	3673.7	0.00	0.50	211.22	211222.48	100.00	2:41:57	0.0000	0.0000	0.0000	804307.51	785959.51	97.72%	
577	211.32	211.13	211315.17	211130.99	99.91	803.23	785.67	3674.0	0.00	0.00	211.13	211130.99	100.00	2:41:53	0.0000	0.0000	0.0000	803231.48	785668.13	97.81%	
578	211.15	211.07	211148.93	211068.43	99.96	802.64	785.42	3673.7	0.00	0.19	211.07	211068.43	100.00	2:41:50	0.0000	0.0000	0.0000	802635.27	785424.95	97.86%	
579	211.07	210.98	211073.99	210981.44	99.96	802.34	785.13	3673.7	0.00	0.20	210.98	210981.44	100.00	2:41:46	0.0000	0.0000	0.0000	802343.10	785131.37	97.85%	
580	211.01	210.94	211012.34	210937.75	99.96	802.13	784.97	3673.7	0.00	0.00	210.94	210937.75	100.00	2:41:44	0.0000	0.0000	0.0000	802126.17	784972.03	97.86%	
581	210.98	210.94	210983.45	210937.61	99.98	802.03	784.98	3674.0	0.00	0.96	210.94	210937.61	100.00	2:41:44	0.0000	0.0000	0.0000	802028.95	784980.56	97.87%	
582	210.67	210.91	210673.54	210914.43	100.11	800.92	784.90	3673.7	0.00	0.21	210.91	210914.43	100.00	2:41:43	0.0000	0.0000	0.0000	800919.91	784902.49	98.00%	
583	210.93	210.87	210933.58	210867.45	99.97	801.84	784.74	3674.0	0.00	0.53	210.87	210867.45	100.00	2:41:41	0.0000	0.0000	0.0000	801839.44	784736.11	97.87%	
584	210.90	210.83	210895.71	210825.44	99.97	801.69	784.57	3673.7	0.00	0.00	210.83	210825.44	100.00	2:41:39	0.0000	0.0000	0.0000	801691.05	784566.24	97.86%	
585	210.86	210.83	210859.14	210825.01	99.98	801.56	784.59	3673.7	0.00	0.00	210.83	210825.01	100.00	2:41:39	0.0000	0.0000	0.0000	801558.39	784592.56	97.88%	
586	210.82	210.80	210818.83	210804.91	99.99	801.42	784.49	3673.7	0.00	0.00	210.80	210804.91	100.00	2:41:38	0.0000	0.0000	0.0000	801417.16	784490.22	97.89%	
587	210.82	210.76	210820.64	210762.93	99.97	801.40	784.34	3673.7	0.00	0.95	210.76	210762.93	100.00	2:41:36	0.0000	0.0000	0.0000	801402.66	784337.53	97.87%	
588	210.79	210.77	210790.98	210765.31	99.99	801.31	784.34	3673.7	0.00	0.51	210.77	210765.31	100.00	2:41:36	0.0000	0.0000	0.0000	801312.25	784336.22	97.88%	
589	210.79	210.74	210788.12	210741.58	99.98	801.27	784.23	3673.4	0.00	0.51	210.74	210741.58	100.00	2:41:35	0.0000	0.0000	0.0000	801272.80	784234.15	97.87%	
590	210.76	210.70	210757.19	210699.34	99.97	801.16	784.10	3673.7	0.00	0.00	210.70	210699.34	100.00	2:41:33	0.0000	0.0000	0.0000	801162.61	784099.26	97.87%	
591	210.73	210.70	210730.44	210699.12	99.99	801.09	784.09	3673.4	0.00	0.00	210.70	210699.12	100.00	2:41:33	0.0000	0.0000	0.0000	801086.04	784092.63	97.88%	
592	210.72	210.66	210720.44	210655.19	99.97	801.03	783.94	3673.7	0.00	0.22	210.66	210655.19	100.00	2:41:31	0.0000	0.0000	0.0000	801031.94	783944.51	97.87%	
593	210.70	210.63	210696.94	210629.15	99.97	800.95	783.85	3673.4	0.00	1.48	210.63	210629.15	100.00	2:41:30	0.0000	0.0000	0.0000	800946.93	783848.46	97.87%	
594	210.66	210.64	210662.73	210635.72	99.99	800.82	783.88	3673.4	0.00	0.20	210.64	210635.72	100.00	2:41:30	0.0000	0.0000	0.0000	800819.66	783876.19	97.88%	
595	210.65	210.59	210645.05	210593.79	99.98	800.75	783.70	3673.4	0.00	0.00	210.59	210593.79	100.00	2:41:28	0.0000	0.0000	0.0000	800751.12	783700.49	97.87%	
596	210.65	210.59	210646.64	210591.87	99.97	800.77	783.70	3673.4	0.00	0.20	210.59	210591.87	100.00	2:41:28	0.0000	0.0000	0.0000	800771.81	783701.10	97.87%	
597	210.63	210.61	210628.65	210612.61	99.99	800.70	783.77	3673.4	0.00	1.50	210.59	210590.87	99.99	2:41:28	0.0000	0.0000	0.0000	800697.83	783771.59	97.89%	
598	210.61	210.57	210606.32	210569.76	99.98	800.59	783.60	3673.4	0.00	0.20	210.57	210569.76	100.00	2:41:27	0.0000	0.0000	0.0000	800585.47	783599.11	97.88%	
599	210.58	210.53	210581.45	210530.73	99.98	800.51	783.47	3673.4	0.00	0.00	210.53	210530.73	100.00	2:41:25	0.0000	0.0000	0.0000	800514.10	783474.66	97.87%	
600	210.53	210.48	210533.89	210484.19	99.98	800.33	783.27	3673.1	0.00	0.00	210.48	210484.19	100.00	2:41:23	0.0000	0.0000	0.0000	800330.10	783273.97	97.87%	
601	210.53	210.50	210534.28	210503.08	99.99	800.35	783.35	3673.1	0.00	1.50	210.50	210503.08	100.00	2:41:24	0.0000	0.0000	0.0000	800349.50	783353.91	97.88%	
602	210.54	210.52	210542.06	210520.76	99.99	800.35	783.39	3673.1	0.00	3.10	210.52	210520.76	100.00	2:41:25	0.0000	0.0000	0.0000	800345.72	783386.83	97.88%	
603	210.50	210.46	210496.17	210456.15	99.98	800.17	783.18	3673.1	0.00	0.00	210.46	210456.15	100.00	2:41:22	0.0000	0.0000	0.0000	800167.24	783181.38	97.88%	
604	210.47	210.42	210472.84	210417.01	99.97	800.11	783.04	3673.1	0.00	0.00	210.42	210417.01	100.00	2:41:20	0.0000	0.0000	0.0000	800108.09	783038.07	97.87%	
605	210.45	210.44	210451.64	210436.31	99.99	800.05	783.09	3673.1	0.00	0.00	210.44	210436.31	100.00	2:41:21	0.0000	0.0000	0.0000	800054.09	783085.13	97.88%	
606	210.46	210.43	210460.54	210432.78	99.99	800.04	783.06	3673.1	0.00	0.20	210.43	210432.78	100.00	2:41:21	0.0000	0.0000	0.0000	800042.64	783063.51	97.88%	
607	210.49	210.45	210488.61	210453.39	99.98	800.12	783.17	3673.1	0.00	0.00	210.45	210453.39	100.00	2:41:22	0.0000	0.0000	0.0000	800124.82	783165.39	97.88%	
608	210.41	210.37	210408.70	210370.86	99.98	799.88	782.88	3673.1	0.00	2.21	210.37	210370.86	100.00	2:41:18	0.0000	0.0000	0.0000	799875.26	782879.45	97.88%	
609	210.39	210.35	210393.01	210349.07	99.98	799.83	782.79	3673.1	0.00	0.00	210.35	210349.07	100.00	2:41:17	0.0000	0.0000	0.0000	799825.36	782789.74	97.87%	
610	210.38	210.35	210375.92	210349.15	99.99	799.76	782.77	3673.1	0.00	3.10	210.35	210349.15	100.00	2:41:17	0.0000	0.0000	0.0000	799755.76	782770.44	97.88%	
611	210.34	210.31	210335.04	210305.57	99.99	799.60	782.62	3672.8	0.00	0.20	210.31	210305.57	100.00	2:41:15	0.0000	0.0000	0.0000	799603.05	782623.32	97.88%	
612	210.30	210.02	210302.17	210023.09	99.87	799.51	781.65	3673.1	0.00	2.27	210.02	210023.09	100.00	2:41:02	0.0000	0.0000	0.0000	799509.45	781652.46	97.77%	
613	210.26	210.22	210263.01	210218.26	99.98	799.35	782.32	3673.1	0.00	0.22	210.22	210218.26	100.00	2:41:11	0.0000	0.0000	0.0000	799346.96	782317.15	97.87%	
