Cycle_ID	Step_ID	Step_Type	Step_Time	Cap	CmpCap	Energy	CmpEng	Capacitance_Chg	Start_Vol	End_Vol	Start_Temperature	End_Temperature
1259	2521	CC_DChg	0.11	199.71	199707.64	742.77	742765.07	199.7	4279.5	2999.1	0.0	0.0	
1260	2522	CCCV_Chg	0.11	199.75	199746.74	760.34	760341.86	199.7	3036.3	4296.5	0.0	0.0	
1260	2523	CC_DChg	0.11	199.71	199707.61	742.76	742758.25	199.7	4279.2	2998.8	0.0	0.0	
1261	2524	CCCV_Chg	0.11	199.74	199740.36	760.31	760306.52	199.7	3035.7	4296.5	0.0	0.0	
1261	2525	CC_DChg	0.11	199.71	199707.62	742.77	742773.71	199.7	4279.2	2998.8	0.0	0.0	
1262	2526	CCCV_Chg	0.11	199.72	199720.42	760.23	760230.39	199.7	3036.0	4296.5	0.0	0.0	
1262	2527	CC_DChg	0.11	199.71	199707.64	742.76	742762.03	199.7	4279.2	2998.8	0.0	0.0	
1263	2528	CCCV_Chg	0.11	199.71	199709.09	760.19	760188.36	199.7	3035.7	4296.5	0.0	0.0	
1263	2529	CC_DChg	0.11	199.66	199664.15	742.61	742605.78	199.7	4279.2	2999.4	0.0	0.0	
1264	2530	CCCV_Chg	0.11	199.67	199668.68	760.05	760048.03	199.7	3036.6	4296.5	0.0	0.0	
1264	2531	CC_DChg	0.11	199.66	199664.14	742.61	742612.19	199.7	4278.5	2999.1	0.0	0.0	
1265	2532	CCCV_Chg	0.11	199.68	199679.53	760.08	760080.47	199.7	3036.3	4296.5	0.0	0.0	
1265	2533	CC_DChg	0.11	199.64	199642.41	742.53	742527.72	199.6	4279.5	2998.8	0.0	0.0	
1266	2534	CCCV_Chg	0.11	199.65	199651.54	759.97	759971.67	199.7	3036.3	4296.5	0.0	0.0	
1266	2535	CC_DChg	0.11	199.36	199359.88	741.46	741456.16	199.4	4278.5	2999.4	0.0	0.0	
1267	2536	CCCV_Chg	0.11	199.64	199635.71	759.93	759932.52	199.6	3040.3	4296.5	0.0	0.0	
1267	2537	CC_DChg	0.11	199.62	199620.67	742.44	742439.38	199.6	4278.5	2999.4	0.0	0.0	
1268	2538	CCCV_Chg	0.11	199.62	199624.70	759.88	759884.95	199.6	3036.3	4296.5	0.0	0.0	
1268	2539	CC_DChg	0.11	199.60	199598.94	742.35	742353.28	199.6	4279.2	2999.4	0.0	0.0	
1269	2540	CCCV_Chg	0.11	199.62	199624.08	759.89	759885.01	199.6	3036.0	4296.5	0.0	0.0	
1269	2541	CC_DChg	0.11	199.58	199577.21	742.30	742300.39	199.6	4279.2	2999.7	0.0	0.0	
1270	2542	CCCV_Chg	0.11	199.62	199615.04	759.85	759849.84	199.6	3040.6	4296.5	0.0	0.0	
1270	2543	CC_DChg	0.11	199.60	199598.96	742.38	742376.84	199.6	4279.5	2999.7	0.0	0.0	
1271	2544	CCCV_Chg	0.11	199.59	199589.75	759.76	759757.23	199.6	3036.3	4296.5	0.0	0.0	
1271	2545	CC_DChg	0.11	199.58	199577.21	742.29	742288.10	199.6	4279.2	2999.1	0.0	0.0	
1272	2546	CCCV_Chg	0.11	199.57	199571.24	759.69	759689.67	199.6	3036.6	4296.5	0.0	0.0	
1272	2547	CC_DChg	0.11	199.56	199555.49	742.22	742218.45	199.6	4279.2	2999.4	0.0	0.0	
1273	2548	CCCV_Chg	0.11	199.56	199561.62	759.66	759664.19	199.6	3036.3	4296.5	0.0	0.0	
1273	2549	CC_DChg	0.11	199.56	199555.47	742.20	742199.08	199.6	4279.2	2999.4	0.0	0.0	
1274	2550	CCCV_Chg	0.11	199.51	199513.16	759.46	759464.87	199.5	3040.0	4296.5	0.0	0.0	
1274	2551	CC_DChg	0.11	199.51	199512.01	742.04	742038.29	199.5	4279.2	2999.1	0.0	0.0	
1275	2552	CCCV_Chg	0.11	199.55	199554.48	759.61	759611.59	199.6	3039.4	4296.5	0.0	0.0	
1275	2553	CC_DChg	0.11	199.51	199512.01	742.04	742035.03	199.5	4279.2	2999.4	0.0	0.0	
1276	2554	CCCV_Chg	0.11	199.53	199533.84	759.53	759534.91	199.5	3036.0	4296.5	0.0	0.0	
1276	2555	CC_DChg	0.11	199.51	199512.00	742.02	742022.40	199.5	4279.2	2999.1	0.0	0.0	
1277	2556	CCCV_Chg	0.11	199.50	199500.58	759.42	759419.37	199.5	3036.0	4296.5	0.0	0.0	
1277	2557	CC_DChg	0.11	199.47	199468.53	741.87	741865.38	199.5	4279.2	2999.1	0.0	0.0	
1278	2558	CCCV_Chg	0.11	199.47	199473.63	759.32	759319.23	199.5	3036.0	4296.5	0.0	0.0	
1278	2559	CC_DChg	0.11	199.45	199446.81	741.78	741783.39	199.4	4279.2	2999.4	0.0	0.0	
1279	2560	CCCV_Chg	0.11	199.48	199475.33	759.31	759314.71	199.5	3036.3	4296.5	0.0	0.0	
1279	2561	CC_DChg	0.11	199.43	199425.10	741.70	741702.89	199.4	4279.2	2999.4	0.0	0.0	
1280	2562	CCCV_Chg	0.11	199.49	199485.18	759.36	759361.79	199.5	3036.3	4296.5	0.0	0.0	
1280	2563	CC_DChg	0.11	199.47	199468.61	741.88	741879.31	199.5	4279.2	2999.7	0.0	0.0	
1281	2564	CCCV_Chg	0.11	199.45	199450.97	759.24	759243.28	199.5	3036.6	4296.5	0.0	0.0	
1281	2565	CC_DChg	0.11	199.45	199446.81	741.79	741789.99	199.4	4279.2	2999.4	0.0	0.0	
1282	2566	CCCV_Chg	0.11	199.43	199425.07	759.14	759142.87	199.4	3040.0	4296.5	0.0	0.0	
1282	2567	CC_DChg	0.11	199.43	199425.07	741.70	741695.29	199.4	4278.2	2998.8	0.0	0.0	
1283	2568	CCCV_Chg	0.11	199.43	199428.04	759.13	759127.17	199.4	3039.4	4296.5	0.0	0.0	
1283	2569	CC_DChg	0.11	199.40	199403.34	741.61	741609.37	199.4	4279.2	2999.4	0.0	0.0	
1284	2570	CCCV_Chg	0.11	199.44	199441.93	759.20	759199.76	199.4	3036.0	4296.5	0.0	0.0	
1284	2571	CC_DChg	0.11	199.40	199403.45	741.64	741637.75	199.4	4279.2	2999.4	0.0	0.0	
1285	2572	CCCV_Chg	0.11	199.42	199419.14	759.09	759093.26	199.4	3036.6	4296.5	0.0	0.0	
1285	2573	CC_DChg	0.11	199.40	199403.34	741.62	741620.76	199.4	4278.5	2999.1	0.0	0.0	
1286	2574	CCCV_Chg	0.11	199.39	199391.20	759.00	759000.21	199.4	3036.3	4296.5	0.0	0.0	
1286	2575	CC_DChg	0.11	199.38	199381.60	741.51	741514.41	199.4	4279.2	2999.1	0.0	0.0	
1287	2576	CCCV_Chg	0.11	199.38	199377.25	758.96	758957.82	199.4	3036.0	4296.5	0.0	0.0	
1287	2577	CC_DChg	0.11	199.34	199338.14	741.36	741362.69	199.3	4279.2	2999.4	0.0	0.0	
1288	2578	CCCV_Chg	0.11	199.34	199335.61	758.79	758793.16	199.3	3036.3	4296.5	0.0	0.0	
1288	2579	CC_DChg	0.11	199.34	199338.13	741.33	741333.86	199.3	4279.2	2999.1	0.0	0.0	
1289	2580	CCCV_Chg	0.11	199.33	199334.47	758.77	758770.05	199.3	3039.7	4296.2	0.0	0.0	
1289	2581	CC_DChg	0.11	199.32	199316.40	741.25	741252.06	199.3	4279.2	2998.5	0.0	0.0	
1290	2582	CCCV_Chg	0.11	199.34	199339.56	758.78	758776.46	199.3	3035.7	4296.5	0.0	0.0	
1290	2583	CC_DChg	0.11	199.29	199294.67	741.18	741178.28	199.3	4279.2	2999.7	0.0	0.0	
1291	2584	CCCV_Chg	0.11	199.32	199315.34	758.71	758712.51	199.3	3037.2	4296.5	0.0	0.0	
1291	2585	CC_DChg	0.11	199.29	199294.67	741.19	741187.58	199.3	4278.2	2999.7	0.0	0.0	
1292	2586	CCCV_Chg	0.11	199.32	199315.69	758.73	758730.55	199.3	3036.9	4296.5	0.0	0.0	
1292	2587	CC_DChg	0.11	199.29	199294.67	741.21	741213.57	199.3	4279.2	2999.7	0.0	0.0	
1293	2588	CCCV_Chg	0.11	199.29	199291.06	758.64	758643.69	199.3	3037.2	4296.5	0.0	0.0	
1293	2589	CC_DChg	0.11	199.29	199294.68	741.20	741204.18	199.3	4279.2	2999.1	0.0	0.0	
1294	2590	CCCV_Chg	0.11	199.28	199282.23	758.61	758613.56	199.3	3036.3	4296.5	0.0	0.0	
1294	2591	CC_DChg	0.11	199.25	199251.20	741.04	741042.36	199.3	4279.2	2999.1	0.0	0.0	
1295	2592	CCCV_Chg	0.11	199.27	199273.63	758.57	758567.86	199.3	3036.6	4296.5	0.0	0.0	
1295	2593	CC_DChg	0.11	199.25	199251.20	741.05	741047.28	199.3	4279.2	2999.4	0.0	0.0	
1296	2594	CCCV_Chg	0.11	199.26	199256.52	758.53	758531.51	199.3	3036.9	4296.5	0.0	0.0	
1296	2595	CC_DChg	0.11	199.23	199229.47	740.97	740969.77	199.2	4279.2	2999.7	0.0	0.0	
1297	2596	CCCV_Chg	0.11	199.26	199261.00	758.55	758554.54	199.3	3040.6	4296.5	0.0	0.0	
1297	2597	CC_DChg	0.11	199.23	199229.47	740.98	740975.02	199.2	4279.2	2999.4	0.0	0.0	
1298	2598	CCCV_Chg	0.11	199.23	199230.22	758.41	758407.36	199.2	3036.6	4296.5	0.0	0.0	
1298	2599	CC_DChg	0.11	199.21	199207.87	740.88	740883.80	199.2	4279.2	2999.4	0.0	0.0	
1299	2600	CCCV_Chg	0.11	198.96	198963.63	757.47	757470.44	199.0	3036.6	4296.5	0.0	0.0	
1299	2601	CC_DChg	0.11	199.23	199229.50	740.99	740987.32	199.2	4278.2	2999.7	0.0	0.0	
1300	2602	CCCV_Chg	0.11	199.24	199235.43	758.46	758456.04	199.2	3040.6	4296.5	0.0	0.0	
1300	2603	CC_DChg	0.11	199.21	199207.75	740.90	740895.83	199.2	4278.5	2999.7	0.0	0.0	
1301	2604	CCCV_Chg	0.11	199.23	199225.47	758.42	758415.74	199.2	3036.9	4296.5	0.0	0.0	
1301	2605	CC_DChg	0.11	199.21	199207.75	740.89	740886.15	199.2	4279.2	2999.4	0.0	0.0	
1302	2606	CCCV_Chg	0.71	201.16	201155.38	762.20	762200.75	201.2	3019.9	4296.5	0.0	0.0	
1302	2607	CC_DChg	0.73	205.28	205280.46	768.03	768033.30	205.3	4293.4	2999.7	0.0	0.0	
1303	2608	CCCV_Chg	0.11	202.97	202970.12	772.02	772018.74	203.0	3022.3	4296.5	0.0	0.0	
1303	2609	CC_DChg	0.11	199.40	199403.34	741.44	741436.32	199.4	4279.2	2999.1	0.0	0.0	
1304	2610	CCCV_Chg	0.11	199.71	199707.76	760.15	760150.67	199.7	3036.6	4296.5	0.0	0.0	
1304	2611	CC_DChg	0.11	199.32	199316.41	741.20	741196.88	199.3	4279.2	2999.4	0.0	0.0	
1305	2612	CCCV_Chg	0.11	199.40	199401.82	759.03	759029.09	199.4	3036.6	4296.5	0.0	0.0	
1305	2613	CC_DChg	0.11	199.23	199229.47	740.88	740883.11	199.2	4279.2	2999.7	0.0	0.0	
1306	2614	CCCV_Chg	0.11	199.26	199255.21	758.49	758492.79	199.3	3037.2	4296.5	0.0	0.0	
1306	2615	CC_DChg	0.11	199.16	199164.32	740.66	740656.29	199.2	4279.2	2999.4	0.0	0.0	
1307	2616	CCCV_Chg	0.11	199.18	199183.07	758.22	758216.21	199.2	3036.9	4296.5	0.0	0.0	
1307	2617	CC_DChg	0.11	199.14	199142.57	740.58	740579.80	199.1	4279.2	2999.4	0.0	0.0	
1308	2618	CCCV_Chg	0.11	199.14	199138.84	758.07	758066.01	199.1	3036.9	4296.5	0.0	0.0	
1308	2619	CC_DChg	0.11	199.08	199077.34	740.35	740354.98	199.1	4279.2	2999.7	0.0	0.0	
1309	2620	CCCV_Chg	0.11	199.13	199128.51	758.04	758040.41	199.1	3036.6	4296.5	0.0	0.0	
1309	2621	CC_DChg	0.11	199.10	199099.08	740.46	740460.23	199.1	4279.2	2999.7	0.0	0.0	
1310	2622	CCCV_Chg	0.11	199.11	199108.77	757.96	757959.22	199.1	3036.6	4296.5	0.0	0.0	
1310	2623	CC_DChg	0.11	199.08	199077.34	740.36	740363.70	199.1	4279.2	2998.8	0.0	0.0	
1311	2624	CCCV_Chg	0.11	199.10	199099.26	757.93	757931.11	199.1	3036.3	4296.5	0.0	0.0	
1311	2625	CC_DChg	0.11	199.08	199077.34	740.38	740375.72	199.1	4278.5	2998.8	0.0	0.0	
1312	2626	CCCV_Chg	0.11	199.07	199074.88	757.84	757843.37	199.1	3036.0	4296.5	0.0	0.0	
1312	2627	CC_DChg	0.11	199.03	199033.87	740.22	740219.27	199.0	4279.2	2999.1	0.0	0.0	
1313	2628	CCCV_Chg	0.11	199.05	199054.23	757.75	757754.75	199.1	3040.3	4296.5	0.0	0.0	
1313	2629	CC_DChg	0.11	199.01	199012.14	740.14	740144.87	199.0	4279.2	2999.7	0.0	0.0	
1314	2630	CCCV_Chg	0.11	199.01	199011.78	757.59	757590.92	199.0	3036.9	4296.5	0.0	0.0	
1314	2631	CC_DChg	0.11	198.99	198990.41	740.06	740059.26	199.0	4279.2	2999.7	0.0	0.0	
1315	2632	CCCV_Chg	0.11	199.02	199016.23	757.60	757603.83	199.0	3037.2	4296.5	0.0	0.0	
1315	2633	CC_DChg	0.11	198.99	198990.41	740.04	740038.62	199.0	4279.2	2999.1	0.0	0.0	
1316	2634	CCCV_Chg	0.11	199.00	199000.96	757.53	757528.78	199.0	3040.0	4296.5	0.0	0.0	
1316	2635	CC_DChg	0.11	198.97	198968.67	739.96	739959.35	199.0	4278.8	2999.4	0.0	0.0	
1317	2636	CCCV_Chg	0.11	199.00	199004.94	757.56	757561.41	199.0	3036.9	4296.2	0.0	0.0	
1317	2637	CC_DChg	0.11	198.99	198990.41	740.05	740048.55	199.0	4279.2	2999.4	0.0	0.0	
1318	2638	CCCV_Chg	0.11	198.95	198951.36	757.36	757361.39	199.0	3036.9	4296.5	0.0	0.0	
1318	2639	CC_DChg	0.11	198.95	198946.94	739.87	739867.68	198.9	4278.8	2998.8	0.0	0.0	
1319	2640	CCCV_Chg	0.11	198.95	198947.06	757.33	757331.37	198.9	3036.3	4296.5	0.0	0.0	
1319	2641	CC_DChg	0.11	198.95	198946.94	739.86	739857.02	198.9	4279.2	2998.2	0.0	0.0	
1320	2642	CCCV_Chg	0.11	198.95	198949.70	757.34	757344.03	198.9	3035.7	4296.5	0.0	0.0	
1320	2643	CC_DChg	0.11	198.66	198664.51	738.84	738837.65	198.7	4279.2	2999.4	0.0	0.0	
1321	2644	CCCV_Chg	0.11	198.95	198952.91	757.36	757357.41	199.0	3036.3	4296.5	0.0	0.0	
1321	2645	CC_DChg	0.11	198.93	198925.21	739.79	739793.84	198.9	4278.2	2999.7	0.0	0.0	
1322	2646	CCCV_Chg	0.11	198.90	198899.14	757.16	757157.94	198.9	3036.6	4296.5	0.0	0.0	
1322	2647	CC_DChg	0.11	198.90	198903.48	739.70	739696.03	198.9	4279.2	2999.1	0.0	0.0	
1323	2648	CCCV_Chg	0.11	198.92	198918.94	757.23	757233.42	198.9	3035.7	4296.5	0.0	0.0	
1323	2649	CC_DChg	0.11	198.88	198881.74	739.65	739647.66	198.9	4279.2	2999.4	0.0	0.0	
1324	2650	CCCV_Chg	0.11	198.93	198928.32	757.27	757273.91	198.9	3040.0	4296.5	0.0	0.0	
1324	2651	CC_DChg	0.11	198.88	198881.74	739.66	739656.31	198.9	4278.5	2999.7	0.0	0.0	
1325	2652	CCCV_Chg	0.11	198.87	198867.42	757.05	757047.54	198.9	3037.2	4296.5	0.0	0.0	
1325	2653	CC_DChg	0.11	198.58	198577.47	738.58	738579.87	198.6	4279.2	2999.4	0.0	0.0	
1326	2654	CCCV_Chg	0.11	198.87	198871.81	757.07	757073.11	198.9	3040.6	4296.5	0.0	0.0	
1326	2655	CC_DChg	0.11	198.86	198860.01	739.57	739566.91	198.9	4279.2	2998.2	0.0	0.0	
1327	2656	CCCV_Chg	0.11	198.87	198872.50	757.07	757065.05	198.9	3036.0	4296.5	0.0	0.0	
1327	2657	CC_DChg	0.11	198.84	198838.34	739.49	739491.96	198.8	4279.2	2999.7	0.0	0.0	
1328	2658	CCCV_Chg	0.11	198.86	198858.48	757.04	757036.42	198.9	3036.6	4296.5	0.0	0.0	
1328	2659	CC_DChg	0.11	198.86	198860.04	739.58	739580.84	198.9	4279.2	2999.1	0.0	0.0	
1329	2660	CCCV_Chg	0.11	198.88	198875.53	757.09	757092.84	198.9	3036.3	4296.5	0.0	0.0	
1329	2661	CC_DChg	0.11	198.84	198838.59	739.52	739516.44	198.8	4279.2	2999.4	0.0	0.0	
1330	2662	CCCV_Chg	0.11	198.86	198861.92	757.04	757043.52	198.9	3036.6	4296.5	0.0	0.0	
1330	2663	CC_DChg	0.11	198.84	198839.23	739.49	739494.02	198.8	4279.2	2999.4	0.0	0.0	
1331	2664	CCCV_Chg	0.11	198.84	198840.74	756.99	756987.54	198.8	3040.3	4296.5	0.0	0.0	
1331	2665	CC_DChg	0.11	198.84	198839.81	739.51	739508.13	198.8	4279.2	2999.7	0.0	0.0	
1332	2666	CCCV_Chg	0.11	198.82	198816.01	756.88	756882.79	198.8	3036.6	4296.5	0.0	0.0	
1332	2667	CC_DChg	0.11	198.80	198796.67	739.34	739337.47	198.8	4279.2	2999.7	0.0	0.0	
1333	2668	CCCV_Chg	0.11	198.80	198798.97	756.82	756817.22	198.8	3036.6	4296.5	0.0	0.0	
1333	2669	CC_DChg	0.11	198.77	198773.55	739.26	739262.04	198.8	4279.2	2999.4	0.0	0.0	
1334	2670	CCCV_Chg	0.11	198.78	198783.66	756.77	756765.21	198.8	3037.2	4296.5	0.0	0.0	
1334	2671	CC_DChg	0.11	198.77	198773.25	739.27	739270.49	198.8	4279.2	2999.7	0.0	0.0	
1335	2672	CCCV_Chg	0.11	198.76	198761.37	756.67	756665.15	198.8	3037.2	4296.5	0.0	0.0	
1335	2673	CC_DChg	0.11	198.75	198751.57	739.17	739166.06	198.8	4279.2	2999.1	0.0	0.0	
1336	2674	CCCV_Chg	0.11	198.76	198756.79	756.65	756645.03	198.8	3036.3	4296.5	0.0	0.0	
1336	2675	CC_DChg	0.11	198.73	198729.98	739.07	739068.97	198.7	4278.5	2999.4	0.0	0.0	
1337	2676	CCCV_Chg	0.11	198.76	198760.88	756.68	756678.83	198.8	3036.3	4296.5	0.0	0.0	
1337	2677	CC_DChg	0.11	198.73	198729.93	739.09	739089.87	198.7	4279.2	2999.7	0.0	0.0	
1338	2678	CCCV_Chg	0.11	198.72	198719.56	756.51	756514.34	198.7	3040.3	4296.5	0.0	0.0	
1338	2679	CC_DChg	0.11	198.71	198707.93	739.01	739009.54	198.7	4278.2	2999.7	0.0	0.0	
1339	2680	CCCV_Chg	0.11	198.72	198722.85	756.53	756529.69	198.7	3036.9	4296.5	0.0	0.0	
1339	2681	CC_DChg	0.11	198.69	198686.26	738.92	738924.30	198.7	4279.2	2999.7	0.0	0.0	
1340	2682	CCCV_Chg	0.11	198.72	198719.25	756.52	756523.20	198.7	3036.6	4296.5	0.0	0.0	
1340	2683	CC_DChg	0.11	198.69	198686.19	738.92	738923.76	198.7	4279.2	2999.1	0.0	0.0	
1341	2684	CCCV_Chg	0.11	198.70	198696.36	756.42	756420.11	198.7	3036.6	4296.5	0.0	0.0	
1341	2685	CC_DChg	0.11	198.66	198664.46	738.83	738827.60	198.7	4278.2	2999.4	0.0	0.0	
1342	2686	CCCV_Chg	0.11	198.68	198681.92	756.37	756372.74	198.7	3036.3	4296.5	0.0	0.0	
1342	2687	CC_DChg	0.11	198.66	198664.47	738.83	738833.50	198.7	4279.2	2999.1	0.0	0.0	
1343	2688	CCCV_Chg	0.11	198.66	198664.43	756.30	756299.72	198.7	3036.3	4296.5	0.0	0.0	
1343	2689	CC_DChg	0.11	198.64	198642.70	738.74	738742.87	198.6	4279.2	2998.8	0.0	0.0	
1344	2690	CCCV_Chg	0.11	198.64	198643.69	756.21	756211.60	198.6	3036.3	4296.5	0.0	0.0	
1344	2691	CC_DChg	0.11	198.47	198468.85	738.06	738057.36	198.5	4279.2	2999.1	0.0	0.0	
1345	2692	CCCV_Chg	0.11	198.65	198649.85	756.27	756268.09	198.6	3040.3	4296.5	0.0	0.0	
1345	2693	CC_DChg	0.11	198.62	198620.94	738.68	738677.65	198.6	4279.2	2999.4	0.0	0.0	
1346	2694	CCCV_Chg	0.11	198.62	198619.46	756.14	756135.13	198.6	3036.9	4296.5	0.0	0.0	
1346	2695	CC_DChg	0.11	198.60	198599.22	738.60	738596.09	198.6	4279.2	2999.7	0.0	0.0	
1347	2696	CCCV_Chg	0.11	198.60	198598.26	756.05	756050.36	198.6	3036.9	4296.5	0.0	0.0	
1347	2697	CC_DChg	0.11	198.58	198577.47	738.50	738500.47	198.6	4278.8	2999.1	0.0	0.0	
1348	2698	CCCV_Chg	0.11	198.62	198619.70	756.12	756124.55	198.6	3039.7	4296.5	0.0	0.0	
1348	2699	CC_DChg	0.11	198.56	198555.77	738.43	738429.53	198.6	4279.2	2999.7	0.0	0.0	
1349	2700	CCCV_Chg	0.11	198.62	198615.44	756.13	756133.93	198.6	3036.6	4296.5	0.0	0.0	
1349	2701	CC_DChg	0.11	198.58	198577.47	738.51	738508.38	198.6	4278.8	2999.1	0.0	0.0	
1350	2702	CCCV_Chg	0.11	198.61	198607.58	756.10	756101.95	198.6	3036.0	4296.5	0.0	0.0	
1350	2703	CC_DChg	0.11	198.58	198577.47	738.51	738511.70	198.6	4278.8	2999.7	0.0	0.0	
1351	2704	CCCV_Chg	0.11	198.55	198550.28	755.89	755887.82	198.6	3040.3	4296.5	0.0	0.0	
1351	2705	CC_DChg	0.11	198.53	198534.01	738.34	738336.91	198.5	4279.2	2998.8	0.0	0.0	
1352	2706	CCCV_Chg	0.11	198.56	198562.83	755.93	755929.89	198.6	3036.3	4296.5	0.0	0.0	
1352	2707	CC_DChg	0.11	198.51	198512.31	738.27	738265.61	198.5	4279.2	2999.1	0.0	0.0	
1353	2708	CCCV_Chg	0.11	198.53	198533.61	755.82	755821.22	198.5	3040.3	4296.5	0.0	0.0	
1353	2709	CC_DChg	0.11	198.53	198534.03	738.35	738349.71	198.5	4278.8	2999.7	0.0	0.0	
1354	2710	CCCV_Chg	0.71	200.47	200472.34	759.59	759591.90	200.5	3022.0	4296.5	0.0	0.0	
1354	2711	CC_DChg	0.73	204.57	204566.28	765.36	765356.94	204.6	4293.4	2999.7	0.0	0.0	
1355	2712	CCCV_Chg	0.11	202.35	202349.11	769.76	769755.56	202.3	3022.3	4296.5	0.0	0.0	
1355	2713	CC_DChg	0.11	198.79	198794.81	739.17	739168.85	198.8	4278.2	2999.4	0.0	0.0	
1356	2714	CCCV_Chg	0.11	199.05	199047.94	757.72	757720.85	199.0	3036.6	4296.5	0.0	0.0	
1356	2715	CC_DChg	0.11	198.69	198686.14	738.83	738825.36	198.7	4278.8	2998.2	0.0	0.0	
1357	2716	CCCV_Chg	0.11	198.74	198736.34	756.57	756568.39	198.7	3036.0	4296.5	0.0	0.0	
1357	2717	CC_DChg	0.11	198.60	198599.20	738.50	738504.18	198.6	4278.8	2998.5	0.0	0.0	
1358	2718	CCCV_Chg	0.11	198.62	198622.04	756.15	756153.01	198.6	3036.0	4296.5	0.0	0.0	
1358	2719	CC_DChg	0.11	198.53	198534.01	738.31	738305.76	198.5	4278.8	2999.7	0.0	0.0	
1359	2720	CCCV_Chg	0.11	198.55	198546.47	755.86	755859.78	198.5	3036.6	4296.5	0.0	0.0	
1359	2721	CC_DChg	0.11	198.47	198468.80	738.06	738058.61	198.5	4278.8	2998.8	0.0	0.0	
1360	2722	CCCV_Chg	0.11	198.50	198502.83	755.69	755688.22	198.5	3036.3	4296.5	0.0	0.0	
1360	2723	CC_DChg	0.11	198.43	198425.34	737.90	737897.54	198.4	4279.2	2999.4	0.0	0.0	
1361	2724	CCCV_Chg	0.11	198.48	198475.48	755.60	755602.24	198.5	3037.2	4296.5	0.0	0.0	
1361	2725	CC_DChg	0.11	198.43	198425.35	737.92	737918.19	198.4	4278.8	2999.1	0.0	0.0	
1362	2726	CCCV_Chg	0.11	198.47	198473.68	755.59	755594.51	198.5	3036.9	4296.5	0.0	0.0	
1362	2727	CC_DChg	0.11	198.45	198447.09	738.00	737996.59	198.4	4278.8	2999.7	0.0	0.0	
1363	2728	CCCV_Chg	0.11	198.42	198422.96	755.41	755411.76	198.4	3036.6	4296.5	0.0	0.0	
1363	2729	CC_DChg	0.11	198.38	198381.88	737.76	737764.12	198.4	4278.8	2999.4	0.0	0.0	
1364	2730	CCCV_Chg	0.11	198.39	198389.48	755.29	755293.88	198.4	3037.2	4296.5	0.0	0.0	
1364	2731	CC_DChg	0.11	198.36	198360.14	737.69	737686.36	198.4	4278.2	2999.7	0.0	0.0	
1365	2732	CCCV_Chg	0.11	198.38	198380.25	755.25	755246.81	198.4	3041.2	4296.5	0.0	0.0	
1365	2733	CC_DChg	0.11	198.36	198360.14	737.66	737657.32	198.4	4278.8	2998.8	0.0	0.0	
1366	2734	CCCV_Chg	0.11	198.39	198389.20	755.27	755268.44	198.4	3040.0	4296.5	0.0	0.0	
1366	2735	CC_DChg	0.11	198.34	198338.41	737.59	737590.83	198.3	4278.8	2999.7	0.0	0.0	
1367	2736	CCCV_Chg	0.11	198.34	198335.47	755.06	755055.59	198.3	3040.9	4296.5	0.0	0.0	
1367	2737	CC_DChg	0.11	198.32	198316.67	737.50	737498.61	198.3	4278.8	2999.1	0.0	0.0	
1368	2738	CCCV_Chg	0.11	198.35	198349.30	755.10	755095.72	198.3	3036.6	4296.5	0.0	0.0	
1368	2739	CC_DChg	0.11	198.32	198316.69	737.48	737480.47	198.3	4278.8	2999.1	0.0	0.0	
1369	2740	CCCV_Chg	0.11	198.32	198324.54	755.01	755013.23	198.3	3039.7	4296.5	0.0	0.0	
1369	2741	CC_DChg	0.11	198.27	198273.21	737.33	737332.42	198.3	4278.8	2999.7	0.0	0.0	
1370	2742	CCCV_Chg	0.11	198.28	198276.48	754.85	754845.18	198.3	3037.2	4296.5	0.0	0.0	
1370	2743	CC_DChg	0.11	198.27	198273.23	737.33	737331.85	198.3	4278.2	2999.1	0.0	0.0	
1371	2744	CCCV_Chg	0.11	198.28	198283.64	754.87	754872.72	198.3	3036.6	4296.5	0.0	0.0	
1371	2745	CC_DChg	0.11	198.27	198273.20	737.33	737333.19	198.3	4278.8	2999.1	0.0	0.0	
1372	2746	CCCV_Chg	0.11	198.26	198260.40	754.79	754788.46	198.3	3036.9	4296.5	0.0	0.0	
1372	2747	CC_DChg	0.11	198.23	198229.74	737.17	737171.14	198.2	4278.8	2999.7	0.0	0.0	
1373	2748	CCCV_Chg	0.11	198.29	198285.13	754.89	754894.72	198.3	3040.6	4296.5	0.0	0.0	
1373	2749	CC_DChg	0.11	198.25	198251.48	737.29	737285.76	198.3	4278.8	2999.1	0.0	0.0	
1374	2750	CCCV_Chg	0.11	198.25	198253.24	754.79	754786.78	198.3	3036.6	4296.5	0.0	0.0	
1374	2751	CC_DChg	0.11	198.23	198229.74	737.20	737200.99	198.2	4278.8	2998.8	0.0	0.0	
1375	2752	CCCV_Chg	0.11	198.26	198263.13	754.83	754830.96	198.3	3036.6	4296.5	0.0	0.0	
1375	2753	CC_DChg	0.11	198.25	198251.47	737.28	737276.71	198.3	4278.2	2999.1	0.0	0.0	
1376	2754	CCCV_Chg	0.11	198.26	198256.59	754.80	754799.62	198.3	3036.3	4296.5	0.0	0.0	
1376	2755	CC_DChg	0.11	198.23	198229.73	737.19	737186.38	198.2	4278.8	2999.1	0.0	0.0	
