Cycle_ID	Step_ID	Step_Type	Step_Time	Cap	CmpCap	Energy	CmpEng	Capacitance_Chg	Start_Vol	End_Vol	Start_Temperature	End_Temperature
313	627	CCCV_Chg	0.12	218.54	218538.94	829.83	829829.16	218.5	3037.8	4297.1	0.0	0.0	
313	628	CC_DChg	0.12	218.47	218471.33	813.23	813225.95	218.5	4283.8	2999.1	0.0	0.0	
314	629	CCCV_Chg	0.46	128.44	128443.07	461.77	461774.20	128.4	3018.9	3798.3	0.0	0.0	
314	630	CCCV_Chg	0.33	91.92	91917.39	371.80	371801.07	91.9	3797.1	4297.1	0.0	0.0	
314	631	CC_DChg	0.79	223.62	223624.22	836.72	836716.48	223.6	4282.9	2999.7	0.0	0.0	
315	632	CCCV_Chg	0.12	221.40	221397.01	840.17	840165.29	221.4	3081.5	4297.1	0.0	0.0	
315	633	CC_DChg	0.12	218.08	218077.63	811.59	811594.53	218.1	4246.9	2999.7	0.0	0.0	
316	634	CCCV_Chg	0.12	218.38	218383.23	829.23	829228.29	218.4	3089.0	4297.1	0.0	0.0	
316	635	CC_DChg	0.12	218.04	218035.19	811.49	811492.14	218.0	4246.9	2999.4	0.0	0.0	
317	636	CCCV_Chg	0.12	218.11	218110.99	828.22	828219.06	218.1	3085.0	4297.1	0.0	0.0	
317	637	CC_DChg	0.12	217.93	217928.21	811.14	811137.28	217.9	4246.9	2999.4	0.0	0.0	
318	638	CCCV_Chg	0.12	218.00	217997.86	827.81	827811.86	218.0	3082.5	4297.1	0.0	0.0	
318	639	CC_DChg	0.12	217.89	217886.57	810.99	810986.67	217.9	4246.9	2999.1	0.0	0.0	
319	640	CCCV_Chg	0.12	217.94	217937.06	827.59	827593.41	217.9	3079.4	4297.1	0.0	0.0	
319	641	CC_DChg	0.12	217.86	217864.31	810.88	810882.30	217.9	4246.9	2999.1	0.0	0.0	
320	642	CCCV_Chg	0.12	217.88	217882.22	827.38	827379.99	217.9	3079.1	4297.1	0.0	0.0	
320	643	CC_DChg	0.12	217.80	217798.12	810.67	810670.97	217.8	4246.9	2999.4	0.0	0.0	
321	644	CCCV_Chg	0.12	217.86	217864.90	827.31	827308.70	217.9	3077.2	4297.1	0.0	0.0	
321	645	CC_DChg	0.12	217.78	217776.58	810.59	810590.22	217.8	4246.9	2999.7	0.0	0.0	
322	646	CCCV_Chg	0.12	217.82	217816.84	827.16	827155.25	217.8	3075.7	4297.1	0.0	0.0	
322	647	CC_DChg	0.12	217.78	217776.85	810.60	810599.91	217.8	4246.9	2999.4	0.0	0.0	
323	648	CCCV_Chg	0.12	217.79	217787.84	827.05	827045.56	217.8	3075.3	4297.1	0.0	0.0	
323	649	CC_DChg	0.12	217.73	217732.89	810.45	810445.54	217.7	4246.9	2999.4	0.0	0.0	
324	650	CCCV_Chg	0.12	217.75	217749.48	826.89	826892.66	217.7	3075.7	4297.1	0.0	0.0	
324	651	CC_DChg	0.12	217.67	217667.35	810.19	810189.46	217.7	4246.9	2999.7	0.0	0.0	
325	652	CCCV_Chg	0.12	217.73	217725.05	826.81	826810.05	217.7	3072.9	4297.1	0.0	0.0	
325	653	CC_DChg	0.12	217.67	217669.62	810.20	810196.51	217.7	4246.9	2999.4	0.0	0.0	
326	654	CCCV_Chg	0.12	217.69	217690.93	826.67	826665.47	217.7	3071.9	4297.1	0.0	0.0	
326	655	CC_DChg	0.12	217.63	217626.95	810.01	810013.88	217.6	4246.9	2999.4	0.0	0.0	
327	656	CCCV_Chg	0.12	217.66	217661.41	826.58	826577.81	217.7	3068.2	4297.1	0.0	0.0	
327	657	CC_DChg	0.12	217.60	217604.12	809.93	809932.09	217.6	4246.9	2998.8	0.0	0.0	
328	658	CCCV_Chg	0.12	217.65	217650.16	826.53	826532.76	217.7	3069.8	4297.1	0.0	0.0	
328	659	CC_DChg	0.12	217.58	217581.79	809.86	809855.88	217.6	4246.9	2999.4	0.0	0.0	
329	660	CCCV_Chg	0.12	217.59	217590.70	826.31	826314.56	217.6	3067.3	4297.1	0.0	0.0	
329	661	CC_DChg	0.12	217.56	217560.08	809.79	809785.35	217.6	4246.9	2999.1	0.0	0.0	
330	662	CCCV_Chg	0.12	217.60	217600.23	826.35	826345.93	217.6	3070.1	4297.1	0.0	0.0	
330	663	CC_DChg	0.12	217.52	217516.05	809.64	809636.38	217.5	4246.9	2999.7	0.0	0.0	
331	664	CCCV_Chg	0.12	217.54	217539.59	826.14	826136.73	217.5	3065.4	4297.1	0.0	0.0	
331	665	CC_DChg	0.12	217.49	217492.33	809.51	809514.84	217.5	4246.9	2999.1	0.0	0.0	
332	666	CCCV_Chg	0.12	217.51	217508.32	826.02	826024.85	217.5	3064.5	4297.1	0.0	0.0	
332	667	CC_DChg	0.12	217.45	217452.33	809.39	809387.01	217.5	4246.9	2999.7	0.0	0.0	
333	668	CCCV_Chg	0.12	217.47	217471.10	825.88	825881.65	217.5	3063.6	4297.1	0.0	0.0	
333	669	CC_DChg	0.12	217.41	217407.82	809.22	809219.50	217.4	4246.9	2999.7	0.0	0.0	
334	670	CCCV_Chg	0.12	217.44	217442.87	825.78	825775.26	217.4	3061.4	4297.1	0.0	0.0	
334	671	CC_DChg	0.12	217.39	217385.51	809.13	809125.77	217.4	4246.9	2999.7	0.0	0.0	
335	672	CCCV_Chg	0.12	217.44	217437.93	825.76	825762.74	217.4	3059.5	4297.1	0.0	0.0	
335	673	CC_DChg	0.12	217.38	217382.57	809.13	809133.12	217.4	4246.9	2999.1	0.0	0.0	
336	674	CCCV_Chg	0.12	217.41	217412.95	825.68	825680.71	217.4	3058.9	4297.1	0.0	0.0	
336	675	CC_DChg	0.12	217.34	217340.23	808.98	808977.23	217.3	4246.9	2999.4	0.0	0.0	
337	676	CCCV_Chg	0.12	217.36	217355.46	825.46	825459.52	217.4	3057.1	4297.1	0.0	0.0	
337	677	CC_DChg	0.12	217.30	217296.88	808.80	808804.20	217.3	4246.9	2999.7	0.0	0.0	
338	678	CCCV_Chg	0.12	217.08	217075.99	824.53	824527.56	217.1	3057.4	4297.1	0.0	0.0	
338	679	CC_DChg	0.12	217.27	217274.94	808.73	808731.23	217.3	4246.9	2999.4	0.0	0.0	
339	680	CCCV_Chg	0.12	217.31	217313.62	825.32	825317.39	217.3	3055.2	4297.1	0.0	0.0	
339	681	CC_DChg	0.12	217.25	217251.80	808.65	808645.72	217.3	4246.9	2999.1	0.0	0.0	
340	682	CCCV_Chg	0.12	217.29	217285.33	825.22	825220.45	217.3	3055.2	4297.1	0.0	0.0	
340	683	CC_DChg	0.12	217.23	217229.95	808.56	808560.23	217.2	4246.9	2999.7	0.0	0.0	
341	684	CCCV_Chg	0.12	217.25	217247.19	825.07	825067.73	217.2	3053.3	4297.1	0.0	0.0	
341	685	CC_DChg	0.12	217.19	217187.05	808.41	808408.46	217.2	4246.9	2999.4	0.0	0.0	
342	686	CCCV_Chg	0.12	217.22	217223.54	824.98	824982.21	217.2	3053.0	4297.1	0.0	0.0	
342	687	CC_DChg	0.12	217.14	217139.99	808.22	808223.36	217.1	4246.9	2999.4	0.0	0.0	
343	688	CCCV_Chg	0.12	217.17	217172.14	824.80	824796.88	217.2	3100.5	4297.1	0.0	0.0	
343	689	CC_DChg	0.12	217.12	217118.99	808.15	808150.17	217.1	4246.9	2999.4	0.0	0.0	
344	690	CCCV_Chg	0.12	217.13	217132.01	824.66	824660.98	217.1	3099.8	4297.1	0.0	0.0	
344	691	CC_DChg	0.12	217.07	217071.47	807.95	807954.22	217.1	4246.9	2998.5	0.0	0.0	
345	692	CCCV_Chg	0.12	217.11	217113.17	824.56	824556.78	217.1	3097.4	4297.1	0.0	0.0	
345	693	CC_DChg	0.12	217.05	217049.17	807.88	807880.74	217.0	4246.9	2999.1	0.0	0.0	
346	694	CCCV_Chg	0.12	217.11	217111.44	824.60	824597.42	217.1	3097.4	4297.1	0.0	0.0	
346	695	CC_DChg	0.12	217.05	217051.63	807.89	807888.13	217.1	4246.9	2998.2	0.0	0.0	
347	696	CCCV_Chg	0.12	217.06	217058.94	824.36	824358.64	217.1	3097.4	4297.1	0.0	0.0	
347	697	CC_DChg	0.12	216.97	216966.56	807.58	807575.65	217.0	4246.9	2999.4	0.0	0.0	
348	698	CCCV_Chg	0.12	217.01	217012.33	824.22	824216.71	217.0	3092.7	4297.1	0.0	0.0	
348	699	CC_DChg	0.12	216.99	216993.59	807.65	807647.36	217.0	4246.9	2998.2	0.0	0.0	
349	700	CCCV_Chg	0.12	217.01	217012.21	824.23	824227.67	217.0	3093.0	4297.1	0.0	0.0	
349	701	CC_DChg	0.12	216.95	216949.42	807.50	807500.13	216.9	4246.9	2999.1	0.0	0.0	
350	702	CCCV_Chg	0.12	216.96	216964.92	824.04	824036.47	217.0	3092.1	4297.1	0.0	0.0	
350	703	CC_DChg	0.12	216.91	216906.50	807.34	807341.71	216.9	4246.9	2999.4	0.0	0.0	
351	704	CCCV_Chg	0.12	216.92	216915.04	823.85	823849.53	216.9	3090.8	4297.1	0.0	0.0	
351	705	CC_DChg	0.12	216.88	216881.30	807.25	807249.15	216.9	4246.9	2999.7	0.0	0.0	
352	706	CCCV_Chg	0.12	216.89	216887.08	823.76	823762.93	216.9	3089.3	4297.1	0.0	0.0	
352	707	CC_DChg	0.12	216.84	216841.06	807.08	807081.15	216.8	4246.9	2998.8	0.0	0.0	
353	708	CCCV_Chg	0.12	216.88	216881.63	823.74	823743.06	216.9	3085.9	4297.1	0.0	0.0	
353	709	CC_DChg	0.12	216.82	216821.93	807.03	807033.22	216.8	4246.9	2999.4	0.0	0.0	
354	710	CCCV_Chg	0.12	216.83	216830.08	823.54	823541.43	216.8	3086.5	4297.1	0.0	0.0	
354	711	CC_DChg	0.12	216.78	216778.76	806.85	806851.80	216.8	4246.9	2999.7	0.0	0.0	
355	712	CCCV_Chg	0.12	216.82	216815.69	823.49	823492.80	216.8	3085.0	4297.1	0.0	0.0	
355	713	CC_DChg	0.12	216.76	216756.05	806.78	806778.64	216.8	4246.9	2999.4	0.0	0.0	
356	714	CCCV_Chg	0.12	216.77	216768.02	823.32	823324.66	216.8	3081.9	4297.1	0.0	0.0	
356	715	CC_DChg	0.12	216.71	216712.39	806.62	806620.49	216.7	4246.9	2999.1	0.0	0.0	
357	716	CCCV_Chg	0.12	216.77	216774.41	823.34	823337.35	216.8	3082.2	4297.1	0.0	0.0	
357	717	CC_DChg	0.12	216.71	216710.91	806.58	806581.17	216.7	4246.9	2999.4	0.0	0.0	
358	718	CCCV_Chg	0.12	216.74	216735.53	823.17	823170.18	216.7	3080.6	4297.1	0.0	0.0	
358	719	CC_DChg	0.12	216.69	216685.67	806.49	806488.52	216.7	4246.9	2999.7	0.0	0.0	
359	720	CCCV_Chg	0.12	216.69	216691.51	823.03	823031.97	216.7	3081.9	4297.1	0.0	0.0	
359	721	CC_DChg	0.12	216.66	216664.60	806.44	806438.09	216.7	4246.9	2999.4	0.0	0.0	
360	722	CCCV_Chg	0.12	216.66	216657.48	822.90	822904.87	216.7	3079.1	4297.1	0.0	0.0	
360	723	CC_DChg	0.12	216.58	216579.94	806.11	806106.51	216.6	4246.9	2999.4	0.0	0.0	
361	724	CCCV_Chg	0.12	216.66	216656.19	822.88	822880.41	216.7	3075.7	4297.1	0.0	0.0	
361	725	CC_DChg	0.12	216.60	216595.47	806.15	806147.14	216.6	4246.9	2999.1	0.0	0.0	
362	726	CCCV_Chg	0.12	216.64	216644.03	822.82	822818.53	216.6	3076.6	4297.1	0.0	0.0	
362	727	CC_DChg	0.12	216.60	216602.66	806.19	806190.48	216.6	4246.9	2999.4	0.0	0.0	
363	728	CCCV_Chg	0.12	216.57	216574.93	822.59	822589.11	216.6	3076.0	4297.1	0.0	0.0	
363	729	CC_DChg	0.12	216.54	216539.01	805.96	805962.49	216.5	4246.9	2999.7	0.0	0.0	
364	730	CCCV_Chg	0.12	216.54	216538.56	822.47	822469.38	216.5	3072.2	4297.1	0.0	0.0	
364	731	CC_DChg	0.12	216.47	216472.57	805.72	805721.77	216.5	4246.9	2999.4	0.0	0.0	
365	732	CCCV_Chg	0.12	216.50	216498.76	822.34	822344.84	216.5	3070.4	4297.1	0.0	0.0	
365	733	CC_DChg	0.12	216.45	216450.92	805.63	805632.57	216.5	4246.9	2999.4	0.0	0.0	
366	734	CCCV_Chg	0.78	218.30	218298.29	826.10	826102.71	218.3	3068.2	4297.1	0.0	0.0	
366	735	CC_DChg	0.79	222.25	222245.60	831.64	831636.52	222.2	4282.9	2999.7	0.0	0.0	
367	736	CCCV_Chg	0.12	219.99	219991.49	835.03	835028.92	220.0	3059.8	4297.1	0.0	0.0	
367	737	CC_DChg	0.12	216.60	216603.82	806.06	806056.04	216.6	4246.9	2999.4	0.0	0.0	
368	738	CCCV_Chg	0.12	216.92	216922.63	823.92	823920.85	216.9	3077.2	4297.1	0.0	0.0	
368	739	CC_DChg	0.12	216.51	216514.88	805.80	805801.34	216.5	4246.9	2998.5	0.0	0.0	
369	740	CCCV_Chg	0.12	216.63	216626.88	822.81	822812.98	216.6	3072.2	4297.1	0.0	0.0	
369	741	CC_DChg	0.12	216.41	216407.22	805.40	805404.95	216.4	4246.9	2999.1	0.0	0.0	
370	742	CCCV_Chg	0.12	216.47	216474.66	822.26	822255.08	216.5	3067.0	4297.1	0.0	0.0	
370	743	CC_DChg	0.12	216.34	216338.68	805.19	805187.66	216.3	4246.9	2999.1	0.0	0.0	
371	744	CCCV_Chg	0.12	216.39	216385.56	821.92	821922.55	216.4	3063.6	4297.1	0.0	0.0	
371	745	CC_DChg	0.12	216.29	216292.11	805.01	805015.00	216.3	4246.9	2999.4	0.0	0.0	
372	746	CCCV_Chg	0.12	216.30	216296.43	821.59	821592.52	216.3	3061.1	4297.1	0.0	0.0	
372	747	CC_DChg	0.12	216.22	216224.50	804.76	804762.33	216.2	4246.9	2999.4	0.0	0.0	
373	748	CCCV_Chg	0.12	216.24	216235.05	821.40	821397.78	216.2	3057.1	4297.1	0.0	0.0	
373	749	CC_DChg	0.12	216.13	216132.56	804.45	804445.03	216.1	4246.9	2999.7	0.0	0.0	
374	750	CCCV_Chg	0.12	216.17	216168.07	821.15	821148.81	216.2	3054.3	4297.1	0.0	0.0	
374	751	CC_DChg	0.12	216.09	216088.24	804.28	804277.02	216.1	4246.9	2999.7	0.0	0.0	
375	752	CCCV_Chg	0.12	216.04	216036.06	820.64	820638.26	216.0	3053.6	4297.1	0.0	0.0	
375	753	CC_DChg	0.12	216.09	216088.66	804.25	804250.17	216.1	4283.2	2999.7	0.0	0.0	
376	754	CCCV_Chg	0.12	216.09	216093.33	820.86	820856.84	216.1	3037.5	4297.1	0.0	0.0	
376	755	CC_DChg	0.12	216.04	216044.78	804.08	804081.44	216.0	4283.5	2999.1	0.0	0.0	
377	756	CCCV_Chg	0.12	216.09	216092.19	820.85	820850.26	216.1	3033.8	4297.1	0.0	0.0	
377	757	CC_DChg	0.12	216.05	216046.03	804.11	804111.04	216.0	4283.2	2999.1	0.0	0.0	
378	758	CCCV_Chg	0.12	216.05	216046.36	820.70	820696.00	216.0	3037.2	4297.1	0.0	0.0	
378	759	CC_DChg	0.12	216.00	216000.24	803.94	803941.03	216.0	4283.5	2999.1	0.0	0.0	
379	760	CCCV_Chg	0.12	216.02	216019.57	820.59	820586.20	216.0	3034.1	4297.1	0.0	0.0	
379	761	CC_DChg	0.11	215.98	215981.97	803.87	803871.79	216.0	4283.2	2999.4	0.0	0.0	
380	762	CCCV_Chg	0.12	216.00	215997.05	820.50	820504.72	216.0	3033.5	4297.1	0.0	0.0	
380	763	CC_DChg	0.11	215.96	215958.81	803.79	803793.50	216.0	4283.5	2999.1	0.0	0.0	
381	764	CCCV_Chg	0.12	215.98	215975.56	820.42	820424.02	216.0	3033.2	4297.1	0.0	0.0	
381	765	CC_DChg	0.11	215.90	215895.13	803.55	803554.48	215.9	4283.2	2999.7	0.0	0.0	
382	766	CCCV_Chg	0.12	215.94	215944.13	820.33	820327.69	215.9	3034.1	4297.1	0.0	0.0	
382	767	CC_DChg	0.11	215.90	215899.18	803.56	803562.46	215.9	4283.5	2999.4	0.0	0.0	
383	768	CCCV_Chg	0.12	215.89	215893.10	820.11	820113.80	215.9	3033.8	4297.1	0.0	0.0	
383	769	CC_DChg	0.11	215.84	215836.83	803.34	803341.91	215.8	4283.2	2999.7	0.0	0.0	
384	770	CCCV_Chg	0.12	215.89	215890.60	820.13	820131.93	215.9	3034.4	4297.1	0.0	0.0	
384	771	CC_DChg	0.11	215.86	215858.64	803.43	803425.87	215.9	4283.5	2999.7	0.0	0.0	
385	772	CCCV_Chg	0.12	215.84	215837.99	819.92	819923.73	215.8	3033.8	4297.1	0.0	0.0	
385	773	CC_DChg	0.11	215.79	215793.59	803.17	803171.24	215.8	4283.5	2999.4	0.0	0.0	
386	774	CCCV_Chg	0.12	215.81	215812.24	819.83	819830.41	215.8	3034.1	4297.1	0.0	0.0	
386	775	CC_DChg	0.11	215.75	215749.04	803.00	803001.68	215.7	4282.6	2999.7	0.0	0.0	
387	776	CCCV_Chg	0.12	215.83	215826.35	819.88	819884.04	215.8	3034.1	4297.1	0.0	0.0	
387	777	CC_DChg	0.11	215.79	215791.70	803.16	803164.91	215.8	4283.2	2999.4	0.0	0.0	
388	778	CCCV_Chg	0.12	215.77	215772.03	819.67	819670.53	215.8	3033.8	4297.1	0.0	0.0	
388	779	CC_DChg	0.11	215.73	215730.75	802.92	802921.30	215.7	4283.5	2999.1	0.0	0.0	
389	780	CCCV_Chg	0.12	215.73	215733.89	819.53	819527.55	215.7	3033.8	4297.1	0.0	0.0	
389	781	CC_DChg	0.11	215.69	215685.67	802.77	802766.34	215.7	4283.2	2999.4	0.0	0.0	
390	782	CCCV_Chg	0.12	215.71	215706.89	819.45	819445.96	215.7	3034.4	4297.1	0.0	0.0	
390	783	CC_DChg	0.11	215.67	215665.83	802.68	802682.60	215.7	4283.2	2999.4	0.0	0.0	
391	784	CCCV_Chg	0.12	215.69	215686.71	819.37	819369.71	215.7	3034.1	4297.1	0.0	0.0	
391	785	CC_DChg	0.11	215.66	215662.86	802.68	802683.68	215.7	4282.6	2999.1	0.0	0.0	
392	786	CCCV_Chg	0.12	215.40	215403.16	818.30	818295.76	215.4	3037.2	4297.1	0.0	0.0	
392	787	CC_DChg	0.11	215.60	215602.17	802.45	802446.27	215.6	4283.2	2999.1	0.0	0.0	
393	788	CCCV_Chg	0.12	215.68	215678.03	819.33	819334.36	215.7	3034.1	4297.1	0.0	0.0	
393	789	CC_DChg	0.11	215.62	215624.43	802.55	802548.50	215.6	4283.2	2999.7	0.0	0.0	
394	790	CCCV_Chg	0.12	215.60	215595.38	819.02	819021.41	215.6	3034.4	4297.1	0.0	0.0	
394	791	CC_DChg	0.11	215.56	215559.86	802.29	802290.86	215.6	4283.2	2999.1	0.0	0.0	
395	792	CCCV_Chg	0.12	215.60	215598.81	819.03	819029.34	215.6	3033.8	4297.1	0.0	0.0	
395	793	CC_DChg	0.11	215.54	215536.99	802.20	802195.60	215.5	4283.2	2999.4	0.0	0.0	
396	794	CCCV_Chg	0.12	215.58	215581.35	818.98	818979.57	215.6	3037.5	4297.1	0.0	0.0	
396	795	CC_DChg	0.11	215.54	215537.95	802.21	802212.41	215.5	4283.2	2999.4	0.0	0.0	
397	796	CCCV_Chg	0.12	215.53	215526.34	818.77	818768.98	215.5	3033.8	4297.1	0.0	0.0	
397	797	CC_DChg	0.11	215.49	215493.12	802.04	802039.59	215.5	4283.2	2999.4	0.0	0.0	
398	798	CCCV_Chg	0.12	215.50	215502.75	818.70	818701.51	215.5	3037.5	4297.1	0.0	0.0	
398	799	CC_DChg	0.11	215.45	215448.59	801.88	801884.90	215.4	4283.5	2999.1	0.0	0.0	
399	800	CCCV_Chg	0.12	215.46	215458.73	818.53	818527.06	215.5	3033.8	4297.1	0.0	0.0	
399	801	CC_DChg	0.11	215.40	215402.50	801.71	801713.18	215.4	4283.2	2999.4	0.0	0.0	
400	802	CCCV_Chg	0.12	215.45	215448.29	818.50	818502.43	215.4	3033.8	4297.1	0.0	0.0	
400	803	CC_DChg	0.11	215.41	215406.33	801.71	801712.64	215.4	4283.2	2999.1	0.0	0.0	
401	804	CCCV_Chg	0.12	215.42	215419.96	818.39	818386.09	215.4	3033.5	4297.1	0.0	0.0	
401	805	CC_DChg	0.11	215.38	215384.08	801.65	801650.71	215.4	4283.2	2999.1	0.0	0.0	
402	806	CCCV_Chg	0.12	215.39	215393.28	818.28	818284.38	215.4	3033.5	4297.1	0.0	0.0	
402	807	CC_DChg	0.11	215.34	215340.16	801.47	801473.03	215.3	4283.2	2999.1	0.0	0.0	
403	808	CCCV_Chg	0.12	215.34	215343.82	818.11	818107.46	215.3	3033.5	4297.1	0.0	0.0	
403	809	CC_DChg	0.11	215.30	215297.40	801.31	801309.93	215.3	4283.2	2999.4	0.0	0.0	
404	810	CCCV_Chg	0.12	215.29	215288.77	817.91	817908.69	215.3	3034.1	4297.1	0.0	0.0	
404	811	CC_DChg	0.11	215.28	215276.16	801.22	801215.55	215.3	4283.2	2999.1	0.0	0.0	
405	812	CCCV_Chg	0.12	215.31	215313.49	818.00	818000.86	215.3	3037.2	4297.1	0.0	0.0	
405	813	CC_DChg	0.11	215.27	215274.27	801.23	801225.27	215.3	4282.6	2999.1	0.0	0.0	
406	814	CCCV_Chg	0.12	215.28	215281.81	817.88	817884.99	215.3	3032.9	4297.1	0.0	0.0	
406	815	CC_DChg	0.11	215.21	215206.84	801.00	800998.48	215.2	4283.2	2999.1	0.0	0.0	
407	816	CCCV_Chg	0.12	215.24	215238.09	817.76	817759.36	215.2	3034.1	4297.1	0.0	0.0	
407	817	CC_DChg	0.11	215.18	215178.14	800.89	800890.22	215.2	4282.6	2999.1	0.0	0.0	
408	818	CCCV_Chg	0.12	215.20	215195.81	817.60	817596.12	215.2	3033.8	4297.1	0.0	0.0	
408	819	CC_DChg	0.11	215.16	215155.66	800.78	800781.42	215.2	4283.2	2999.4	0.0	0.0	
409	820	CCCV_Chg	0.12	215.17	215173.22	817.48	817480.47	215.2	3033.8	4297.1	0.0	0.0	
409	821	CC_DChg	0.11	215.13	215131.27	800.69	800692.33	215.1	4283.2	2999.1	0.0	0.0	
410	822	CCCV_Chg	0.12	215.16	215157.27	817.42	817419.81	215.2	3033.2	4297.1	0.0	0.0	
410	823	CC_DChg	0.11	215.09	215086.02	800.53	800530.29	215.1	4283.2	2999.1	0.0	0.0	
411	824	CCCV_Chg	0.12	215.10	215103.76	817.25	817245.72	215.1	3033.8	4297.1	0.0	0.0	
411	825	CC_DChg	0.11	215.09	215087.00	800.53	800531.23	215.1	4283.2	2999.1	0.0	0.0	
412	826	CCCV_Chg	0.12	215.13	215132.86	817.35	817346.57	215.1	3033.5	4297.1	0.0	0.0	
412	827	CC_DChg	0.11	215.09	215090.00	800.54	800543.08	215.1	4283.2	2999.4	0.0	0.0	
413	828	CCCV_Chg	0.12	215.05	215047.16	817.03	817026.90	215.0	3033.8	4297.1	0.0	0.0	
413	829	CC_DChg	0.11	215.01	215008.70	800.22	800224.65	215.0	4283.2	2999.4	0.0	0.0	
414	830	CCCV_Chg	0.12	215.06	215061.71	817.06	817058.52	215.1	3033.5	4297.1	0.0	0.0	
414	831	CC_DChg	0.11	215.01	215009.61	800.22	800217.96	215.0	4282.6	2998.8	0.0	0.0	
415	832	CCCV_Chg	0.12	215.02	215020.02	816.92	816918.72	215.0	3033.5	4297.1	0.0	0.0	
415	833	CC_DChg	0.11	214.97	214965.29	800.07	800074.89	215.0	4283.2	2999.7	0.0	0.0	
416	834	CCCV_Chg	0.12	214.99	214992.50	816.82	816817.34	215.0	3034.4	4297.1	0.0	0.0	
416	835	CC_DChg	0.11	214.95	214946.30	800.00	800000.57	214.9	4283.2	2999.1	0.0	0.0	
417	836	CCCV_Chg	0.12	214.98	214984.06	816.78	816782.40	215.0	3033.8	4297.1	0.0	0.0	
417	837	CC_DChg	0.11	214.95	214946.82	799.99	799994.87	214.9	4282.6	2999.1	0.0	0.0	
418	838	CCCV_Chg	0.77	216.80	216800.43	820.56	820563.72	216.8	3018.6	4297.1	0.0	0.0	
418	839	CC_DChg	0.78	220.72	220715.40	825.90	825902.09	220.7	4294.7	2999.7	0.0	0.0	
419	840	CCCV_Chg	0.12	218.50	218499.45	829.58	829575.62	218.5	3020.8	4297.1	0.0	0.0	
419	841	CC_DChg	0.11	215.10	215099.75	800.41	800406.82	215.1	4283.2	2998.8	0.0	0.0	
420	842	CCCV_Chg	0.12	215.40	215398.93	818.31	818309.69	215.4	3034.1	4297.1	0.0	0.0	
420	843	CC_DChg	0.11	215.01	215012.76	800.15	800148.98	215.0	4282.6	2999.4	0.0	0.0	
421	844	CCCV_Chg	0.12	215.08	215080.88	817.13	817133.53	215.1	3033.8	4297.1	0.0	0.0	
421	845	CC_DChg	0.11	214.88	214883.12	799.68	799676.50	214.9	4282.6	2999.1	0.0	0.0	
422	846	CCCV_Chg	0.12	214.94	214940.34	816.63	816627.92	214.9	3037.2	4297.1	0.0	0.0	
422	847	CC_DChg	0.11	214.82	214816.04	799.48	799483.72	214.8	4283.2	2999.7	0.0	0.0	
423	848	CCCV_Chg	0.12	214.86	214861.68	816.34	816339.46	214.9	3034.4	4297.1	0.0	0.0	
423	849	CC_DChg	0.11	214.80	214797.51	799.42	799417.97	214.8	4283.2	2998.8	0.0	0.0	
424	850	CCCV_Chg	0.12	214.84	214839.77	816.25	816247.27	214.8	3037.2	4297.1	0.0	0.0	
424	851	CC_DChg	0.11	214.75	214752.46	799.24	799244.34	214.8	4283.2	2999.1	0.0	0.0	
425	852	CCCV_Chg	0.12	214.76	214761.51	815.97	815970.43	214.8	3033.8	4297.1	0.0	0.0	
425	853	CC_DChg	0.11	214.69	214688.20	799.00	798996.54	214.7	4283.2	2999.4	0.0	0.0	
426	854	CCCV_Chg	0.12	214.71	214712.50	815.79	815791.26	214.7	3033.8	4297.1	0.0	0.0	
426	855	CC_DChg	0.11	214.66	214661.99	798.91	798907.58	214.7	4283.2	2999.7	0.0	0.0	
427	856	CCCV_Chg	0.12	214.67	214673.85	815.65	815645.76	214.7	3033.8	4297.1	0.0	0.0	
427	857	CC_DChg	0.11	214.62	214622.53	798.79	798792.28	214.6	4282.6	2999.4	0.0	0.0	
428	858	CCCV_Chg	0.12	214.64	214636.75	815.51	815509.91	214.6	3034.1	4297.1	0.0	0.0	
428	859	CC_DChg	0.11	214.58	214576.63	798.60	798598.84	214.6	4283.2	2999.7	0.0	0.0	
429	860	CCCV_Chg	0.12	214.58	214584.90	815.32	815318.88	214.6	3034.1	4297.1	0.0	0.0	
429	861	CC_DChg	0.11	214.55	214552.22	798.51	798513.01	214.6	4282.6	2999.1	0.0	0.0	
430	862	CCCV_Chg	0.12	214.58	214582.64	815.29	815291.57	214.6	3033.2	4297.1	0.0	0.0	
430	863	CC_DChg	0.11	214.51	214511.07	798.37	798366.82	214.5	4283.2	2999.7	0.0	0.0	
431	864	CCCV_Chg	0.12	214.52	214517.11	815.08	815076.57	214.5	3037.8	4297.1	0.0	0.0	
431	865	CC_DChg	0.11	214.49	214491.96	798.28	798277.75	214.5	4282.6	2999.4	0.0	0.0	
432	866	CCCV_Chg	0.12	214.51	214512.51	815.06	815057.36	214.5	3037.5	4297.1	0.0	0.0	
432	867	CC_DChg	0.11	214.45	214445.84	798.12	798119.50	214.4	4283.2	2999.1	0.0	0.0	
433	868	CCCV_Chg	0.12	214.47	214466.22	814.88	814878.20	214.5	3037.8	4297.1	0.0	0.0	
433	869	CC_DChg	0.11	214.42	214419.81	798.02	798020.68	214.4	4282.3	2999.4	0.0	0.0	
434	870	CCCV_Chg	0.12	214.44	214437.45	814.79	814786.10	214.4	3033.8	4297.1	0.0	0.0	
